order_item_id,order_id,product_id,variant_id,variant_name,quantity,unit_price,total_price,created_at
2716,1051,22,306,L-Red,2,232.45,464.9,1/17/2026
2717,922,139,112,M-Red,4,81.23,324.92,1/17/2026
2718,678,198,515,S-Blue,3,86.3,258.9,1/17/2026
2719,443,160,275,M-Black,4,142.78,571.12,1/17/2026
2720,1689,184,516,XL-Red,3,39.97,119.91,1/17/2026
2721,837,66,53,L-Red,4,88.37,353.48,1/17/2026
2722,976,193,554,M-White,3,135.66,406.98,1/17/2026
2723,679,194,29,L-White,1,70.82,70.82,1/17/2026
2724,1446,146,464,XL-Blue,4,7.05,28.2,1/17/2026
2725,530,102,542,XL-Blue,1,121.96,121.96,1/17/2026
2726,1,157,142,L-White,2,68.4,136.8,1/17/2026
2727,9,124,455,M-Black,5,183.96,919.8,1/17/2026
2728,55,11,73,L-White,2,82.6,165.2,1/17/2026
2729,12,148,572,S-White,1,126.63,126.63,1/17/2026
2730,1001,72,71,S-Blue,4,27.17,108.68,1/17/2026
2731,859,18,397,M-Black,3,169.75,509.25,1/17/2026
2732,1951,158,18,XL-White,2,46.31,92.62,1/17/2026
2733,1682,157,172,S-Red,1,48.51,48.51,1/17/2026
2734,162,143,140,L-Red,5,154.37,771.85,1/17/2026
2735,488,65,211,S-Blue,2,185.35,370.7,1/17/2026
2736,653,195,9,XL-Red,4,231.99,927.96,1/17/2026
2737,262,138,245,S-White,5,172.77,863.85,1/17/2026
2738,1075,78,417,L-Red,4,105.27,421.08,1/17/2026
2739,1868,126,509,S-Black,2,37.72,75.44,1/17/2026
2740,1694,191,411,M-Red,3,179.94,539.82,1/17/2026
2741,1554,181,531,XL-Blue,3,64.24,192.72,1/17/2026
2742,1640,72,227,M-Blue,2,202.25,404.5,1/17/2026
2743,880,50,369,M-White,1,172.68,172.68,1/17/2026
2744,194,194,279,L-Blue,3,200.56,601.68,1/17/2026
2745,1807,53,355,S-Red,3,88.22,264.66,1/17/2026
2746,164,25,181,XL-White,4,128.17,512.68,1/17/2026
2747,480,157,75,S-White,2,58.94,117.88,1/17/2026
2748,562,102,39,L-Blue,2,19.4,38.8,1/17/2026
2749,1867,160,144,XL-Red,3,232.36,697.08,1/17/2026
2750,983,87,193,L-Red,1,103.63,103.63,1/17/2026
2751,1468,165,199,M-Blue,5,10.35,51.75,1/17/2026
2752,1579,64,109,XL-Black,2,240.15,480.3,1/17/2026
2753,1091,141,21,S-Blue,5,197,985,1/17/2026
2754,162,109,277,L-Red,1,166.1,166.1,1/17/2026
2755,1049,118,490,S-Black,1,136.35,136.35,1/17/2026
2756,1774,171,409,M-Black,1,19.08,19.08,1/17/2026
2757,807,155,441,L-White,4,145.91,583.64,1/17/2026
2758,1727,118,599,S-White,3,117.25,351.75,1/17/2026
2759,1365,89,496,L-Red,3,152.06,456.18,1/17/2026
2760,1565,52,325,XL-Blue,4,138.52,554.08,1/17/2026
2761,302,40,264,S-White,5,170.77,853.85,1/17/2026
2762,1990,109,575,M-Black,2,76.66,153.32,1/17/2026
2763,279,147,121,XL-Black,4,163.68,654.72,1/17/2026
2764,1443,165,72,L-White,2,100.67,201.34,1/17/2026
2765,1424,60,407,S-Red,4,240.64,962.56,1/17/2026
2766,1034,18,586,S-Black,3,148.25,444.75,1/17/2026
2767,660,76,450,M-Red,1,16.91,16.91,1/17/2026
2768,407,95,185,XL-Red,5,28.86,144.3,1/17/2026
2769,560,142,344,S-Red,4,147.77,591.08,1/17/2026
2770,1620,175,471,S-Red,5,34.17,170.85,1/17/2026
2771,814,31,154,M-Black,5,59.41,297.05,1/17/2026
2772,1520,89,250,M-Black,2,66.45,132.9,1/17/2026
2773,1463,162,350,M-Red,5,189.88,949.4,1/17/2026
2774,1777,133,209,XL-Red,2,115.87,231.74,1/17/2026
2775,977,183,388,XL-Blue,1,56.49,56.49,1/17/2026
2776,1510,56,296,XL-White,2,199.63,399.26,1/17/2026
2777,698,34,582,XL-Blue,2,201.39,402.78,1/17/2026
2778,1917,67,349,L-Black,3,179.18,537.54,1/17/2026
2779,1027,176,50,XL-White,1,21,21,1/17/2026
2780,832,63,76,XL-Black,2,70.68,141.36,1/17/2026
2781,1058,183,591,L-Black,2,165.89,331.78,1/17/2026
2782,1682,111,576,S-White,1,151.56,151.56,1/17/2026
2783,1330,152,541,M-Red,2,129.94,259.88,1/17/2026
2784,1995,27,252,L-Red,2,65.99,131.98,1/17/2026
2785,890,158,520,XL-Black,3,18.28,54.84,1/17/2026
2786,1414,192,332,S-Blue,1,209.27,209.27,1/17/2026
2787,1314,167,6,S-Blue,5,173.19,865.95,1/17/2026
2788,1906,76,450,M-Red,3,16.91,50.73,1/17/2026
2789,1515,121,339,S-Blue,2,9.27,18.54,1/17/2026
2790,13,191,232,L-Blue,4,160.25,641,1/17/2026
2791,581,16,402,M-Blue,1,13.66,13.66,1/17/2026
2792,29,157,566,S-Blue,4,81.49,325.96,1/17/2026
2793,1906,170,294,M-Black,2,194.88,389.76,1/17/2026
2794,3,86,137,L-Black,4,23.35,93.4,1/17/2026
2795,1276,93,439,S-White,4,171.1,684.4,1/17/2026
2796,1471,64,145,L-White,2,22.77,45.54,1/17/2026
2797,1298,98,122,M-Black,3,248.73,746.19,1/17/2026
2798,1988,138,505,M-White,4,34.36,137.44,1/17/2026
2799,725,165,72,L-White,3,100.67,302.01,1/17/2026
2800,445,2,214,XL-Red,1,118.77,118.77,1/17/2026
2801,1656,97,429,S-Red,1,221.89,221.89,1/17/2026
2802,1132,22,585,L-Black,4,90.17,360.68,1/17/2026
2803,789,86,137,L-Black,5,23.35,116.75,1/17/2026
2804,938,84,431,XL-White,4,93.14,372.56,1/17/2026
2805,495,119,492,L-Blue,5,174.3,871.5,1/17/2026
2806,507,93,439,S-White,5,171.1,855.5,1/17/2026
2807,657,29,68,L-White,1,197.36,197.36,1/17/2026
2808,559,192,357,S-Black,2,247.37,494.74,1/17/2026
2809,1365,167,427,L-Red,3,129.4,388.2,1/17/2026
2810,482,157,172,S-Red,3,48.51,145.53,1/17/2026
2811,1431,162,198,S-Black,5,199.58,997.9,1/17/2026
2812,321,40,129,XL-Red,4,212.34,849.36,1/17/2026
2813,1399,121,175,L-Black,2,246.25,492.5,1/17/2026
2814,1765,101,230,S-Blue,5,30.93,154.65,1/17/2026
2815,768,33,40,M-Black,4,80.06,320.24,1/17/2026
2816,1617,55,347,M-White,4,149.45,597.8,1/17/2026
2817,734,163,568,XL-Black,3,197.94,593.82,1/17/2026
2818,843,140,233,M-Red,4,215.96,863.84,1/17/2026
2819,1057,47,475,XL-Blue,2,132.88,265.76,1/17/2026
2820,407,26,104,L-Black,2,240.06,480.12,1/17/2026
2821,1192,127,155,XL-Blue,5,188.9,944.5,1/17/2026
2822,692,191,232,L-Blue,2,160.25,320.5,1/17/2026
2823,1285,161,421,M-White,4,44.47,177.88,1/17/2026
2824,209,44,458,XL-Blue,4,8.24,32.96,1/17/2026
2825,936,87,193,L-Red,1,103.63,103.63,1/17/2026
2826,414,50,413,L-Red,4,92.52,370.08,1/17/2026
2827,1701,68,580,S-Red,5,39.05,195.25,1/17/2026
2828,1171,12,463,L-Red,1,242.61,242.61,1/17/2026
2829,614,33,176,S-Blue,4,167.74,670.96,1/17/2026
2830,1541,55,52,L-Red,4,152.05,608.2,1/17/2026
2831,350,171,290,L-White,2,42.8,85.6,1/17/2026
2832,1403,76,450,M-Red,3,16.91,50.73,1/17/2026
2833,983,22,312,S-White,1,197.62,197.62,1/17/2026
2834,739,144,486,L-Red,3,102.52,307.56,1/17/2026
2835,648,119,549,L-Black,4,163.42,653.68,1/17/2026
2836,987,196,96,L-White,1,130.35,130.35,1/17/2026
2837,937,109,575,M-Black,2,76.66,153.32,1/17/2026
2838,1484,196,437,M-White,2,194.26,388.52,1/17/2026
2839,1476,145,337,XL-Black,3,248.3,744.9,1/17/2026
2840,785,143,140,L-Red,3,154.37,463.11,1/17/2026
2841,1778,140,346,S-White,1,227.91,227.91,1/17/2026
2842,1106,44,88,L-Blue,4,10.98,43.92,1/17/2026
2843,1484,92,454,M-Blue,3,245.66,736.98,1/17/2026
2844,1975,105,497,M-Red,3,227.24,681.72,1/17/2026
2845,235,138,399,L-Red,3,197.36,592.08,1/17/2026
2846,46,116,2,XL-Blue,1,198.24,198.24,1/17/2026
2847,537,64,145,L-White,1,22.77,22.77,1/17/2026
2848,1007,119,163,L-Black,1,13.69,13.69,1/17/2026
2849,844,84,448,M-Red,5,69.31,346.55,1/17/2026
2850,1033,69,326,S-White,4,169.54,678.16,1/17/2026
2851,1228,39,222,M-Black,2,30.3,60.6,1/17/2026
2852,861,43,594,S-Red,1,99.59,99.59,1/17/2026
2853,823,162,350,M-Red,5,189.88,949.4,1/17/2026
2854,434,50,237,XL-Black,2,135.53,271.06,1/17/2026
2855,390,155,136,L-White,4,134.38,537.52,1/17/2026
2856,77,68,580,S-Red,3,39.05,117.15,1/17/2026
2857,363,70,188,L-Black,1,133.9,133.9,1/17/2026
2858,640,167,6,S-Blue,4,173.19,692.76,1/17/2026
2859,1253,145,42,L-White,4,7.08,28.32,1/17/2026
2860,1007,10,212,L-Blue,2,103.52,207.04,1/17/2026
2861,1959,59,26,M-White,5,215.95,1079.75,1/17/2026
2862,1788,151,529,XL-Black,5,120.1,600.5,1/17/2026
2863,1934,98,315,M-Red,5,54.59,272.95,1/17/2026
2864,1633,70,236,M-Blue,1,41.34,41.34,1/17/2026
2865,1734,145,337,XL-Black,1,248.3,248.3,1/17/2026
2866,431,45,508,M-White,4,174.79,699.16,1/17/2026
2867,329,3,234,L-Red,4,18.83,75.32,1/17/2026
2868,1114,119,163,L-Black,2,13.69,27.38,1/17/2026
2869,730,164,166,M-Red,4,173.26,693.04,1/17/2026
2870,1368,119,99,S-Black,2,224.67,449.34,1/17/2026
2871,1937,120,298,S-Black,5,99.81,499.05,1/17/2026
2872,918,149,435,XL-White,4,130.55,522.2,1/17/2026
2873,1932,167,6,S-Blue,4,173.19,692.76,1/17/2026
2874,1079,102,150,L-Blue,4,232.51,930.04,1/17/2026
2875,1259,154,259,S-White,4,63.94,255.76,1/17/2026
2876,1496,180,373,XL-Blue,3,151.99,455.97,1/17/2026
2877,1473,55,440,S-Blue,4,162.74,650.96,1/17/2026
2878,680,169,592,M-White,1,243.21,243.21,1/17/2026
2879,317,164,102,L-Blue,2,131.19,262.38,1/17/2026
2880,1069,148,311,M-Blue,5,100.87,504.35,1/17/2026
2881,1941,95,185,XL-Red,1,28.86,28.86,1/17/2026
2882,834,166,461,L-Black,4,113.26,453.04,1/17/2026
2883,1104,140,103,S-Black,5,202.95,1014.75,1/17/2026
2884,1134,45,489,S-Blue,4,49.03,196.12,1/17/2026
2885,635,180,385,M-Red,3,79.12,237.36,1/17/2026
2886,970,120,308,S-White,4,238.69,954.76,1/17/2026
2887,538,90,477,M-Red,3,49.2,147.6,1/17/2026
2888,676,165,488,XL-Red,2,213.06,426.12,1/17/2026
2889,1101,1,224,S-Blue,5,154.91,774.55,1/17/2026
2890,621,52,571,L-Black,4,65.96,263.84,1/17/2026
2891,94,80,118,XL-Red,5,190.86,954.3,1/17/2026
2892,1958,145,337,XL-Black,4,248.3,993.2,1/17/2026
2893,1661,38,483,L-White,1,154.7,154.7,1/17/2026
2894,1978,157,75,S-White,1,58.94,58.94,1/17/2026
2895,584,8,478,S-Black,3,243.97,731.91,1/17/2026
2896,755,156,395,L-Blue,1,96.32,96.32,1/17/2026
2897,1961,81,208,L-Blue,4,137.8,551.2,1/17/2026
2898,928,29,68,L-White,1,197.36,197.36,1/17/2026
2899,1360,148,374,XL-Blue,3,45.52,136.56,1/17/2026
2900,1909,159,310,M-Blue,1,180.45,180.45,1/17/2026
2901,1746,80,394,S-Blue,1,33.17,33.17,1/17/2026
2902,1482,1,224,S-Blue,4,154.91,619.64,1/17/2026
2903,589,125,487,XL-Red,1,186.5,186.5,1/17/2026
2904,230,96,368,L-Blue,2,236.39,472.78,1/17/2026
2905,893,119,492,L-Blue,2,174.3,348.6,1/17/2026
2906,52,27,55,L-Black,1,104.62,104.62,1/17/2026
2907,567,42,37,XL-Blue,1,138.45,138.45,1/17/2026
2908,1811,113,107,M-Blue,2,240.06,480.12,1/17/2026
2909,1179,56,101,S-Blue,3,172,516,1/17/2026
2910,1052,158,18,XL-White,5,46.31,231.55,1/17/2026
2911,175,30,553,S-Black,5,141,705,1/17/2026
2912,1870,186,297,M-Black,5,65.74,328.7,1/17/2026
2913,276,52,171,XL-Black,4,179.82,719.28,1/17/2026
2914,1289,98,191,S-Black,5,37.97,189.85,1/17/2026
2915,1611,2,207,S-Red,2,130.56,261.12,1/17/2026
2916,932,186,406,M-Black,5,209.08,1045.4,1/17/2026
2917,1376,129,93,XL-White,1,63.4,63.4,1/17/2026
2918,1879,67,132,XL-White,4,119.44,477.76,1/17/2026
2919,67,185,354,XL-Black,3,185.7,557.1,1/17/2026
2920,1839,164,268,S-Black,2,230.32,460.64,1/17/2026
2921,1067,132,540,M-Blue,2,116.61,233.22,1/17/2026
2922,332,111,576,S-White,5,151.56,757.8,1/17/2026
2923,1136,10,476,M-Blue,2,124.63,249.26,1/17/2026
2924,305,142,443,S-Black,4,214.05,856.2,1/17/2026
2925,1,84,588,M-Red,2,219.78,439.56,1/17/2026
2926,1382,25,299,XL-Black,5,244.63,1223.15,1/17/2026
2927,121,131,35,M-Blue,5,205.17,1025.85,1/17/2026
2928,911,196,177,XL-Black,4,185.47,741.88,1/17/2026
2929,1276,113,148,L-Red,5,189.09,945.45,1/17/2026
2930,1771,1,224,S-Blue,5,154.91,774.55,1/17/2026
2931,213,59,479,XL-Red,2,113.19,226.38,1/17/2026
2932,1794,19,130,S-Red,5,228.6,1143,1/17/2026
2933,608,63,111,L-White,3,47.35,142.05,1/17/2026
2934,1376,142,27,L-Black,5,211.23,1056.15,1/17/2026
2935,1624,43,594,S-Red,3,99.59,298.77,1/17/2026
2936,1759,35,324,L-Black,3,180.84,542.52,1/17/2026
2937,68,54,533,L-Black,5,28.56,142.8,1/17/2026
2938,11,118,335,S-White,1,223.36,223.36,1/17/2026
2939,359,156,395,L-Blue,4,96.32,385.28,1/17/2026
2940,1163,185,389,L-Red,2,5.36,10.72,1/17/2026
2941,1522,186,7,S-White,2,192.11,384.22,1/17/2026
2942,1911,12,151,S-Black,4,222.77,891.08,1/17/2026
2943,800,38,56,M-Red,3,33.1,99.3,1/17/2026
2944,1966,161,421,M-White,2,44.47,88.94,1/17/2026
2945,357,118,490,S-Black,2,136.35,272.7,1/17/2026
2946,1923,83,539,XL-Blue,5,135.83,679.15,1/17/2026
2947,1829,25,181,XL-White,4,128.17,512.68,1/17/2026
2948,1136,1,119,S-Blue,5,180.9,904.5,1/17/2026
2949,1165,5,217,M-Red,1,95.1,95.1,1/17/2026
2950,745,56,265,XL-Red,1,94.45,94.45,1/17/2026
2951,860,36,90,M-White,3,68.48,205.44,1/17/2026
2952,972,192,358,M-Black,5,178.19,890.95,1/17/2026
2953,523,172,442,S-White,5,82.44,412.2,1/17/2026
2954,971,173,84,M-White,3,78.24,234.72,1/17/2026
2955,1906,25,501,XL-Black,5,203.03,1015.15,1/17/2026
2956,1927,118,599,S-White,4,117.25,469,1/17/2026
2957,618,131,238,M-Blue,4,71.19,284.76,1/17/2026
2958,1290,107,303,M-Blue,2,176.14,352.28,1/17/2026
2959,128,138,548,M-Red,4,157.52,630.08,1/17/2026
2960,1023,142,98,L-White,2,176.81,353.62,1/17/2026
2961,861,88,249,L-Blue,1,10.67,10.67,1/17/2026
2962,275,58,309,M-Black,2,201.42,402.84,1/17/2026
2963,485,60,334,L-Black,1,88.55,88.55,1/17/2026
2964,1951,50,369,M-White,5,172.68,863.4,1/17/2026
2965,249,80,382,S-White,5,180.56,902.8,1/17/2026
2966,1474,78,258,M-Red,3,139.54,418.62,1/17/2026
2967,1249,60,432,L-Black,1,52.86,52.86,1/17/2026
2968,1211,108,114,S-White,5,144.78,723.9,1/17/2026
2969,1201,113,235,L-Black,2,61,122,1/17/2026
2970,1706,183,591,L-Black,4,165.89,663.56,1/17/2026
2971,1774,199,15,L-Black,2,112.55,225.1,1/17/2026
2972,174,96,368,L-Blue,2,236.39,472.78,1/17/2026
2973,1132,129,530,S-White,2,136.98,273.96,1/17/2026
2974,1046,184,221,XL-Black,5,20.79,103.95,1/17/2026
2975,845,25,501,XL-Black,2,203.03,406.06,1/17/2026
2976,762,52,571,L-Black,1,65.96,65.96,1/17/2026
2977,273,58,433,L-Red,1,39.51,39.51,1/17/2026
2978,660,45,508,M-White,4,174.79,699.16,1/17/2026
2979,1108,65,113,XL-White,4,138.62,554.48,1/17/2026
2980,7,155,441,L-White,3,145.91,437.73,1/17/2026
2981,28,27,480,XL-Black,3,188.06,564.18,1/17/2026
2982,1477,171,290,L-White,3,42.8,128.4,1/17/2026
2983,690,29,158,M-Black,4,16.32,65.28,1/17/2026
2984,1440,15,558,S-Blue,4,154.68,618.72,1/17/2026
2985,1070,144,95,L-White,3,16.81,50.43,1/17/2026
2986,1104,108,386,XL-Black,1,235.37,235.37,1/17/2026
2987,933,128,13,XL-Black,5,122.66,613.3,1/17/2026
2988,1698,134,506,M-Blue,2,37.78,75.56,1/17/2026
2989,1607,3,255,L-Black,5,91.33,456.65,1/17/2026
2990,239,111,108,XL-Black,3,166.82,500.46,1/17/2026
2991,1866,66,203,XL-White,2,7.03,14.06,1/17/2026
2992,563,158,231,M-White,3,132.58,397.74,1/17/2026
2993,1716,2,159,XL-Red,1,222.76,222.76,1/17/2026
2994,1877,146,420,M-White,3,45.9,137.7,1/17/2026
2995,854,200,300,S-Black,3,239.04,717.12,1/17/2026
2996,1478,82,81,L-Black,5,178.78,893.9,1/17/2026
2997,215,141,21,S-Blue,3,197,591,1/17/2026
2998,1219,144,302,L-Blue,1,248.06,248.06,1/17/2026
2999,1318,96,215,XL-Red,3,100.17,300.51,1/17/2026
3000,962,53,45,XL-White,1,125.63,125.63,1/17/2026
3001,1926,127,201,M-Blue,1,115.79,115.79,1/17/2026
3002,1497,3,234,L-Red,1,18.83,18.83,1/17/2026
3003,412,10,476,M-Blue,4,124.63,498.52,1/17/2026
3004,1986,84,589,M-White,4,160.43,641.72,1/17/2026
3005,1061,64,145,L-White,3,22.77,68.31,1/17/2026
3006,1942,103,47,L-Black,3,43.46,130.38,1/17/2026
3007,457,29,158,M-Black,1,16.32,16.32,1/17/2026
3008,488,174,285,XL-Blue,5,95.54,477.7,1/17/2026
3009,1143,175,86,XL-Blue,1,139.57,139.57,1/17/2026
3010,1926,157,465,S-Blue,2,165.34,330.68,1/17/2026
3011,1430,26,104,L-Black,2,240.06,480.12,1/17/2026
3012,1447,195,9,XL-Red,2,231.99,463.98,1/17/2026
3013,280,21,456,S-Black,5,132.24,661.2,1/17/2026
3014,822,190,22,M-White,1,109.39,109.39,1/17/2026
3015,1618,144,95,L-White,3,16.81,50.43,1/17/2026
3016,601,186,406,M-Black,5,209.08,1045.4,1/17/2026
3017,763,67,305,L-White,5,196.24,981.2,1/17/2026
3018,1313,40,79,S-Red,2,23.89,47.78,1/17/2026
3019,543,11,61,M-White,1,197.45,197.45,1/17/2026
3020,563,193,78,L-Blue,5,119.86,599.3,1/17/2026
3021,1272,173,375,L-Blue,4,153.81,615.24,1/17/2026
3022,344,121,528,S-Blue,3,21.45,64.35,1/17/2026
3023,78,125,200,L-White,5,223.36,1116.8,1/17/2026
3024,1231,140,202,M-Blue,5,182.83,914.15,1/17/2026
3025,883,198,523,L-Blue,5,195.84,979.2,1/17/2026
3026,1106,148,257,XL-Blue,4,136.26,545.04,1/17/2026
3027,1484,50,237,XL-Black,3,135.53,406.59,1/17/2026
3028,1453,50,369,M-White,1,172.68,172.68,1/17/2026
3029,237,3,234,L-Red,3,18.83,56.49,1/17/2026
3030,812,118,490,S-Black,4,136.35,545.4,1/17/2026
3031,735,31,383,S-White,5,196.36,981.8,1/17/2026
3032,1534,56,590,L-Red,4,208.71,834.84,1/17/2026
3033,484,36,273,L-Red,4,196.82,787.28,1/17/2026
3034,1184,152,541,M-Red,3,129.94,389.82,1/17/2026
3035,350,33,186,S-Black,2,78.62,157.24,1/17/2026
3036,749,102,150,L-Blue,1,232.51,232.51,1/17/2026
3037,875,165,199,M-Blue,2,10.35,20.7,1/17/2026
3038,1590,155,82,L-White,1,223.97,223.97,1/17/2026
3039,977,74,336,XL-Black,2,147.91,295.82,1/17/2026
3040,1883,60,387,S-White,4,159.29,637.16,1/17/2026
3041,1337,99,179,S-Red,5,81.74,408.7,1/17/2026
3042,1202,78,258,M-Red,4,139.54,558.16,1/17/2026
3043,323,92,380,S-Red,2,189.1,378.2,1/17/2026
3044,1611,155,441,L-White,1,145.91,145.91,1/17/2026
3045,780,53,115,L-Black,4,226.48,905.92,1/17/2026
3046,1152,156,395,L-Blue,1,96.32,96.32,1/17/2026
3047,1088,16,402,M-Blue,2,13.66,27.32,1/17/2026
3048,1421,25,181,XL-White,1,128.17,128.17,1/17/2026
3049,1516,186,459,XL-White,1,150.38,150.38,1/17/2026
3050,778,162,198,S-Black,2,199.58,399.16,1/17/2026
3051,1114,163,280,M-Black,2,88.67,177.34,1/17/2026
3052,1118,43,146,XL-White,5,153.53,767.65,1/17/2026
3053,1556,162,350,M-Red,3,189.88,569.64,1/17/2026
3054,1868,10,272,S-Black,2,208.78,417.56,1/17/2026
3055,1453,100,126,XL-Blue,3,87.32,261.96,1/17/2026
3056,127,141,225,M-Blue,2,89.94,179.88,1/17/2026
3057,281,93,263,S-Red,2,114.14,228.28,1/17/2026
3058,1127,65,211,S-Blue,2,185.35,370.7,1/17/2026
3059,1079,128,13,XL-Black,5,122.66,613.3,1/17/2026
3060,1503,14,460,L-Red,1,112.26,112.26,1/17/2026
3061,688,148,557,M-Black,3,214.74,644.22,1/17/2026
3062,689,81,208,L-Blue,5,137.8,689,1/17/2026
3063,1235,33,186,S-Black,4,78.62,314.48,1/17/2026
3064,1710,167,427,L-Red,2,129.4,258.8,1/17/2026
3065,892,184,516,XL-Red,1,39.97,39.97,1/17/2026
3066,1081,3,234,L-Red,3,18.83,56.49,1/17/2026
3067,1989,78,258,M-Red,1,139.54,139.54,1/17/2026
3068,1171,198,523,L-Blue,3,195.84,587.52,1/17/2026
3069,115,111,108,XL-Black,2,166.82,333.64,1/17/2026
3070,1223,46,503,L-White,3,97.02,291.06,1/17/2026
3071,1112,27,55,L-Black,4,104.62,418.48,1/17/2026
3072,1745,151,408,S-Blue,4,54.06,216.24,1/17/2026
3073,1116,57,543,L-Black,4,20.48,81.92,1/17/2026
3074,94,132,540,M-Blue,3,116.61,349.83,1/17/2026
3075,1850,31,287,XL-Red,3,210.74,632.22,1/17/2026
3076,388,193,554,M-White,4,135.66,542.64,1/17/2026
3077,1644,186,7,S-White,2,192.11,384.22,1/17/2026
3078,1957,183,591,L-Black,3,165.89,497.67,1/17/2026
3079,1190,135,184,S-Red,4,187.08,748.32,1/17/2026
3080,1229,182,282,S-Black,3,122.66,367.98,1/17/2026
3081,1385,50,369,M-White,3,172.68,518.04,1/17/2026
3082,1957,55,595,M-Black,5,114.2,571,1/17/2026
3083,1061,186,459,XL-White,3,150.38,451.14,1/17/2026
3084,135,147,536,XL-Red,5,101.05,505.25,1/17/2026
3085,1567,175,152,S-Blue,3,177.46,532.38,1/17/2026
3086,262,8,313,XL-Blue,3,107.23,321.69,1/17/2026
3087,1060,143,10,S-White,2,159.19,318.38,1/17/2026
3088,1486,22,306,L-Red,5,232.45,1162.25,1/17/2026
3089,218,98,191,S-Black,1,37.97,37.97,1/17/2026
3090,1555,84,547,L-White,5,179.19,895.95,1/17/2026
3091,927,154,584,S-White,5,169.83,849.15,1/17/2026
3092,358,50,167,XL-Blue,4,85.8,343.2,1/17/2026
3093,1860,65,211,S-Blue,3,185.35,556.05,1/17/2026
3094,691,184,221,XL-Black,5,20.79,103.95,1/17/2026
3095,139,10,476,M-Blue,4,124.63,498.52,1/17/2026
3096,1342,60,360,S-White,3,243.58,730.74,1/17/2026
3097,1546,195,161,M-Black,1,8.72,8.72,1/17/2026
3098,1575,145,337,XL-Black,2,248.3,496.6,1/17/2026
3099,807,35,324,L-Black,3,180.84,542.52,1/17/2026
3100,1172,55,347,M-White,2,149.45,298.9,1/17/2026
3101,425,113,538,M-Red,4,227.76,911.04,1/17/2026
3102,1592,29,600,M-Black,4,64.63,258.52,1/17/2026
3103,1661,154,584,S-White,3,169.83,509.49,1/17/2026
3104,243,186,353,L-White,5,56.59,282.95,1/17/2026
3105,1928,163,345,S-Blue,1,86.95,86.95,1/17/2026
3106,1551,60,387,S-White,3,159.29,477.87,1/17/2026
3107,1879,107,303,M-Blue,4,176.14,704.56,1/17/2026
3108,384,107,303,M-Blue,5,176.14,880.7,1/17/2026
3109,1726,186,153,XL-Red,4,167.42,669.68,1/17/2026
3110,662,151,340,L-White,1,151.05,151.05,1/17/2026
3111,1620,28,474,S-Blue,2,38.64,77.28,1/17/2026
3112,899,146,420,M-White,1,45.9,45.9,1/17/2026
3113,330,83,551,XL-Black,5,154.7,773.5,1/17/2026
3114,1220,72,227,M-Blue,2,202.25,404.5,1/17/2026
3115,1385,78,405,S-Black,1,199.74,199.74,1/17/2026
3116,1842,55,157,XL-Red,2,85.88,171.76,1/17/2026
3117,1825,53,355,S-Red,1,88.22,88.22,1/17/2026
3118,910,144,444,L-White,4,124.61,498.44,1/17/2026
3119,961,102,542,XL-Blue,2,121.96,243.92,1/17/2026
3120,56,109,575,M-Black,2,76.66,153.32,1/17/2026
3121,1144,150,393,L-Red,3,110.24,330.72,1/17/2026
3122,1531,119,492,L-Blue,1,174.3,174.3,1/17/2026
3123,1947,38,56,M-Red,4,33.1,132.4,1/17/2026
3124,822,25,299,XL-Black,1,244.63,244.63,1/17/2026
3125,74,70,188,L-Black,2,133.9,267.8,1/17/2026
3126,333,148,572,S-White,2,126.63,253.26,1/17/2026
3127,863,148,20,L-Blue,2,227.89,455.78,1/17/2026
3128,1690,132,338,L-Blue,2,70.64,141.28,1/17/2026
3129,1915,34,269,XL-Black,1,117.58,117.58,1/17/2026
3130,177,52,571,L-Black,3,65.96,197.88,1/17/2026
3131,442,116,2,XL-Blue,3,198.24,594.72,1/17/2026
3132,1126,86,137,L-Black,3,23.35,70.05,1/17/2026
3133,1441,105,384,L-White,2,11.67,23.34,1/17/2026
3134,1364,70,236,M-Blue,2,41.34,82.68,1/17/2026
3135,634,120,301,L-Blue,3,45.84,137.52,1/17/2026
3136,767,84,48,M-Red,1,110.16,110.16,1/17/2026
3137,999,42,295,M-Blue,1,148.41,148.41,1/17/2026
3138,1547,165,72,L-White,4,100.67,402.68,1/17/2026
3139,366,103,482,XL-Blue,2,128.85,257.7,1/17/2026
3140,1320,60,334,L-Black,3,88.55,265.65,1/17/2026
3141,1012,151,340,L-White,2,151.05,302.1,1/17/2026
3142,1157,149,74,L-White,5,86.91,434.55,1/17/2026
3143,367,82,500,XL-White,3,179.13,537.39,1/17/2026
3144,1485,64,109,XL-Black,4,240.15,960.6,1/17/2026
3145,103,200,44,S-Blue,2,54.1,108.2,1/17/2026
3146,1121,12,463,L-Red,2,242.61,485.22,1/17/2026
3147,1724,56,590,L-Red,5,208.71,1043.55,1/17/2026
3148,86,38,56,M-Red,2,33.1,66.2,1/17/2026
3149,125,133,514,M-Black,3,200.33,600.99,1/17/2026
3150,1782,3,364,S-Blue,5,12.9,64.5,1/17/2026
3151,462,134,565,XL-Black,2,122.01,244.02,1/17/2026
3152,1617,131,238,M-Blue,3,71.19,213.57,1/17/2026
3153,667,58,433,L-Red,1,39.51,39.51,1/17/2026
3154,1808,19,130,S-Red,5,228.6,1143,1/17/2026
3155,1044,1,119,S-Blue,2,180.9,361.8,1/17/2026
