order_id,user_id,shop_id,product_id,variant,quantity,unit_price,voucher_code,order_date
1569,1375,81,182,M-Red,4,150148,SALE20,2024-08-04 13:59:00
1570,1180,60,59,L-Red,3,421276,NONE,2024-12-07 09:56:00
1571,1822,71,445,M-Black,2,169609,FLASH10,2024-01-14 12:21:00
1572,1335,52,225,M-Red,3,166242,SALE20,2024-10-12 00:39:00
1573,59,69,28,M-Black,4,161496,FLASH10,2024-11-19 08:01:00
1574,58,18,46,L-Black,2,130316,SALE20,2024-07-03 02:28:00
1575,791,84,276,M-Red,2,476170,SALE20,2024-11-10 07:51:00
1576,1881,47,479,M-Black,1,453751,SALE20,2024-04-08 06:40:00
1577,1300,28,1,M-Red,3,136513,SALE20,2024-07-24 13:17:00
1578,1582,57,321,L-Black,1,147752,FLASH10,2024-01-17 05:05:00
1579,1530,33,274,L-Red,1,223099,SALE20,2024-01-16 18:55:00
1580,1953,26,434,M-Red,3,451177,SALE20,2024-07-03 15:17:00
1581,576,13,449,M-Black,3,145928,NONE,2024-07-13 05:41:00
1582,833,94,322,L-Red,1,265301,SALE20,2024-02-28 19:09:00
1583,525,86,352,L-Black,3,132326,SALE20,2024-12-04 08:58:00
1584,582,10,57,M-Red,2,444805,SALE20,2024-09-03 19:13:00
1585,1545,79,159,L-Red,1,344301,NONE,2024-05-12 21:02:00
1586,1762,75,200,M-Red,5,257911,SALE20,2024-03-18 12:55:00
1587,1763,37,359,M-Red,3,116031,SALE20,2024-06-16 18:20:00
1588,714,72,295,M-Red,2,241517,SALE20,2024-03-31 00:50:00
1589,663,94,490,M-Black,5,232491,SALE20,2024-09-09 08:23:00
1590,1788,98,106,M-Red,3,326301,SALE20,2024-06-14 02:59:00
1591,596,85,490,M-Black,4,132330,NONE,2024-08-26 00:57:00
1592,241,24,103,L-Red,3,393595,NONE,2024-07-28 18:16:00
1593,992,40,264,L-Red,4,416758,FLASH10,2024-04-24 01:05:00
1594,1261,84,55,L-Black,1,425232,FLASH10,2024-06-08 18:08:00
1595,459,22,215,M-Black,3,290828,SALE20,2024-09-10 13:11:00
1596,93,73,95,L-Black,1,313565,NONE,2024-03-15 02:32:00
1597,1588,43,340,L-Red,4,476168,SALE20,2024-02-18 14:29:00
1598,140,86,50,M-Black,3,396643,NONE,2024-12-10 06:15:00
1599,779,98,140,M-Red,2,454054,NONE,2024-02-23 00:45:00
1600,1523,25,175,L-Red,1,254479,NONE,2024-11-12 21:31:00
1601,393,18,468,L-Black,5,255963,FLASH10,2024-07-30 03:18:00
1602,1505,29,112,L-Red,5,359893,NONE,2024-10-16 05:32:00
1603,687,53,319,L-Red,1,132915,FLASH10,2024-12-10 06:22:00
1604,814,57,382,M-Red,2,323426,NONE,2024-07-14 20:31:00
1605,1012,63,285,M-Black,2,257542,SALE20,2024-06-20 17:54:00
1606,627,89,382,L-Red,5,180883,FLASH10,2024-05-31 04:40:00
1607,355,37,265,M-Red,1,253293,NONE,2024-09-07 22:12:00
1608,889,17,494,M-Red,3,299489,FLASH10,2024-06-09 04:13:00
1609,187,72,40,M-Red,3,342825,NONE,2024-12-02 03:37:00
1610,1766,35,304,M-Red,4,228236,NONE,2024-06-21 08:26:00
1611,1074,98,224,L-Red,2,470659,SALE20,2024-08-06 00:24:00
1612,1845,67,326,M-Black,1,419292,NONE,2024-03-03 18:37:00
1613,325,78,249,L-Black,4,271468,FLASH10,2024-08-01 16:20:00
1614,823,16,165,L-Red,5,421869,NONE,2024-05-19 11:32:00
1615,1670,36,197,M-Red,2,323499,SALE20,2024-04-29 13:36:00
1616,1762,21,160,M-Red,3,450401,SALE20,2024-06-17 15:06:00
1617,1615,47,38,M-Red,4,183228,NONE,2024-04-17 07:14:00
1618,1853,100,390,M-Black,2,450534,FLASH10,2024-06-23 00:31:00
1619,1827,6,375,M-Red,1,136703,NONE,2024-11-13 12:10:00
1620,412,36,225,L-Red,4,316425,FLASH10,2024-02-28 00:34:00
1621,1534,67,156,L-Black,2,496283,FLASH10,2024-12-03 04:32:00
1622,510,17,160,L-Red,2,430380,SALE20,2024-10-29 14:38:00
1623,1834,10,58,L-Red,2,161553,NONE,2024-06-22 01:37:00
1624,1499,41,135,M-Black,5,271729,NONE,2024-01-27 14:09:00
1625,1738,92,417,L-Red,4,143600,NONE,2024-09-11 17:32:00
1626,1882,23,378,L-Red,5,387252,SALE20,2024-08-18 05:41:00
1627,1802,46,474,M-Red,4,208835,SALE20,2024-09-24 13:47:00
1628,246,9,126,L-Black,2,363952,NONE,2024-10-24 05:24:00
1629,567,93,190,L-Black,1,316461,SALE20,2024-09-09 04:01:00
1630,1137,92,268,M-Black,2,173457,FLASH10,2024-07-10 03:24:00
1631,1853,80,39,L-Red,2,151055,NONE,2024-05-24 22:26:00
1632,222,29,456,M-Red,4,459523,FLASH10,2024-12-07 14:50:00
1633,1275,34,51,L-Black,3,484554,NONE,2024-05-21 21:04:00
1634,557,83,155,M-Red,1,202603,FLASH10,2024-08-02 15:22:00
1635,1709,84,369,L-Black,4,176349,NONE,2024-01-17 12:45:00
1636,606,73,26,L-Black,3,383793,SALE20,2024-12-12 15:46:00
1637,341,32,343,M-Black,5,304084,NONE,2024-03-23 14:03:00
1638,240,90,175,L-Black,5,474976,FLASH10,2024-07-31 18:23:00
1639,1205,100,374,M-Black,1,471686,NONE,2024-06-04 03:15:00
1640,480,97,110,L-Red,1,224499,SALE20,2024-05-05 05:52:00
1641,1500,13,305,M-Red,3,203244,NONE,2024-01-11 04:50:00
1642,471,62,488,L-Red,2,134479,FLASH10,2024-05-20 12:16:00
1643,763,95,138,L-Black,5,167186,FLASH10,2024-08-29 00:34:00
1644,439,57,160,M-Black,5,453172,NONE,2024-04-09 14:38:00
1645,581,91,43,L-Red,2,434868,FLASH10,2024-09-13 14:40:00
1646,1548,8,484,M-Black,3,312825,FLASH10,2024-11-20 02:39:00
1647,1002,96,499,M-Black,3,294432,NONE,2024-04-25 08:47:00
1648,1155,42,34,M-Black,4,442417,SALE20,2024-09-24 10:06:00
1649,154,14,157,L-Black,1,316880,NONE,2024-12-12 20:28:00
1650,699,47,21,L-Black,5,446272,NONE,2024-02-07 01:30:00
1651,860,21,344,M-Black,3,246871,SALE20,2024-05-09 07:07:00
1652,1260,68,279,L-Red,5,176847,FLASH10,2024-06-26 19:30:00
1653,1065,64,247,M-Black,2,286453,FLASH10,2024-10-13 22:18:00
1654,719,18,46,M-Red,1,492014,NONE,2024-07-03 15:59:00
1655,167,23,199,M-Red,4,183651,FLASH10,2024-08-03 00:33:00
1656,510,28,97,L-Black,2,385767,SALE20,2024-10-10 14:45:00
1657,433,3,165,M-Red,5,471473,SALE20,2024-02-16 19:11:00
1658,55,36,15,M-Black,3,440609,NONE,2024-02-25 00:44:00
1659,639,77,382,L-Red,5,272409,NONE,2024-05-13 06:58:00
1660,1050,21,327,M-Black,2,460773,NONE,2024-01-28 01:12:00
1661,1770,76,201,L-Black,2,224435,NONE,2024-04-08 22:05:00
1662,1077,51,469,M-Black,4,296874,FLASH10,2024-01-30 22:32:00
1663,1936,95,276,L-Red,2,458594,FLASH10,2024-10-13 01:16:00
1664,492,58,145,M-Red,2,140253,FLASH10,2024-10-06 06:24:00
1665,1043,19,370,M-Black,4,312994,SALE20,2024-07-31 11:07:00
1666,1411,20,491,L-Black,2,213757,SALE20,2024-03-05 09:52:00
1667,212,49,321,L-Red,1,479064,SALE20,2024-01-25 19:26:00
1668,1588,80,411,L-Black,3,207317,NONE,2024-05-03 22:42:00
1669,937,27,78,L-Red,1,316089,FLASH10,2024-11-17 23:18:00
1670,240,18,339,L-Black,3,112131,SALE20,2024-08-18 00:35:00
1671,336,40,79,L-Red,3,207335,SALE20,2024-05-29 11:21:00
1672,190,95,6,M-Black,2,480598,NONE,2024-03-29 03:59:00
1673,1371,79,182,M-Black,5,433103,SALE20,2024-08-04 14:39:00
1674,1814,15,95,L-Red,3,339617,SALE20,2024-05-03 08:36:00
1675,607,21,105,M-Black,2,215589,SALE20,2024-05-18 11:22:00
1676,1998,16,387,M-Red,1,369428,NONE,2024-02-18 06:35:00
1677,1112,47,385,L-Red,2,345088,SALE20,2024-12-06 06:29:00
1678,201,48,217,M-Black,5,359804,SALE20,2024-04-02 09:38:00
1679,1012,18,377,L-Red,2,121414,NONE,2024-06-14 09:54:00
1680,297,66,383,M-Red,3,166346,SALE20,2024-02-16 14:47:00
1681,296,60,273,M-Red,3,200489,NONE,2024-04-27 04:42:00
1682,485,89,55,M-Red,1,336489,NONE,2024-02-08 13:12:00
1683,1869,57,378,M-Red,5,300339,SALE20,2024-12-07 06:56:00
1684,1446,46,244,M-Red,2,121722,SALE20,2024-01-09 21:00:00
1685,1983,99,365,M-Black,3,304222,NONE,2024-05-07 09:45:00
1686,1078,14,254,M-Red,4,420216,SALE20,2024-03-24 22:22:00
1687,1145,90,298,M-Black,1,375279,FLASH10,2024-02-15 08:14:00
1688,1186,27,244,M-Red,1,386780,NONE,2024-04-29 04:37:00
1689,126,94,387,L-Red,3,224352,FLASH10,2024-11-13 01:06:00
1690,800,19,190,M-Red,5,348132,SALE20,2024-01-19 12:19:00
1691,977,79,312,M-Red,3,127913,FLASH10,2024-05-30 23:40:00
1692,536,18,355,L-Black,2,212859,SALE20,2024-08-19 16:47:00
1693,1075,10,31,L-Black,3,216630,NONE,2024-11-10 23:45:00
1694,486,37,104,M-Red,1,119221,FLASH10,2024-09-25 11:49:00
1695,1570,50,373,L-Red,4,207361,NONE,2024-04-16 07:10:00
1696,1737,17,326,L-Red,3,227287,NONE,2024-09-16 13:00:00
1697,964,93,440,L-Black,3,269800,NONE,2024-03-26 08:45:00
1698,629,93,16,L-Black,1,185546,FLASH10,2024-11-20 01:11:00
1699,1001,26,376,M-Black,2,114820,SALE20,2024-09-28 09:11:00
1700,784,7,326,L-Black,5,476916,NONE,2024-11-23 21:48:00
1701,1157,1,210,L-Black,2,116092,NONE,2024-09-03 06:43:00
1702,197,14,252,L-Black,5,432263,NONE,2024-05-07 08:48:00
1703,1967,68,399,M-Black,2,174109,FLASH10,2024-05-29 08:13:00
1704,1052,14,456,M-Black,5,294403,NONE,2024-10-04 12:39:00
1705,668,62,154,M-Red,1,263211,FLASH10,2024-06-14 06:09:00
1706,1823,73,339,M-Black,3,287646,NONE,2024-06-19 04:14:00
1707,1041,91,480,L-Black,4,110718,NONE,2024-04-07 23:36:00
1708,1080,18,428,L-Black,5,142266,SALE20,2024-07-29 13:23:00
1709,512,83,92,M-Black,3,404777,FLASH10,2024-10-12 01:11:00
1710,1603,34,242,M-Black,1,488549,NONE,2024-07-20 15:26:00
1711,1037,73,334,L-Red,5,374310,FLASH10,2024-09-14 09:18:00
1712,127,48,61,L-Red,5,180534,NONE,2024-10-23 04:01:00
1713,1897,26,395,M-Red,1,341455,SALE20,2024-07-06 07:28:00
1714,471,86,89,L-Red,4,153083,NONE,2024-05-29 08:38:00
1715,1708,11,141,L-Red,1,298195,SALE20,2024-05-16 15:27:00
1716,376,66,465,L-Black,4,244921,NONE,2024-01-09 11:06:00
1717,1491,1,428,M-Black,3,341648,NONE,2024-08-28 19:01:00
1718,1634,23,177,L-Black,2,309507,SALE20,2024-09-07 16:55:00
1719,1773,38,109,L-Black,3,135279,FLASH10,2024-01-08 03:53:00
1720,1901,15,433,L-Black,4,299749,SALE20,2024-09-13 19:09:00
1721,568,17,275,L-Black,3,329475,SALE20,2024-08-11 13:18:00
1722,1027,93,137,M-Black,4,420997,SALE20,2024-03-26 06:46:00
1723,912,69,215,M-Red,4,173962,NONE,2024-07-30 18:31:00
1724,802,98,259,M-Red,4,213644,NONE,2024-01-12 02:12:00
1725,1489,22,348,L-Red,4,419737,SALE20,2024-09-24 06:19:00
1726,1747,81,27,L-Red,2,483896,FLASH10,2024-04-23 07:25:00
1727,512,63,185,L-Red,5,330802,NONE,2024-11-14 08:14:00
1728,435,54,85,L-Black,5,289657,SALE20,2024-09-10 04:17:00
1729,1234,15,329,M-Black,4,127463,NONE,2024-07-13 07:52:00
1730,836,1,389,L-Red,3,199587,SALE20,2024-01-27 23:13:00
1731,1226,17,300,L-Red,2,398954,FLASH10,2024-09-06 13:23:00
1732,1192,60,111,M-Red,5,231212,NONE,2024-06-04 02:36:00
1733,841,58,261,L-Black,1,318143,SALE20,2024-07-12 10:19:00
1734,433,71,230,L-Red,1,363730,SALE20,2024-05-05 21:42:00
1735,1602,48,298,M-Black,2,295965,SALE20,2024-03-08 15:25:00
1736,1391,55,432,M-Black,2,363250,NONE,2024-12-08 23:06:00
1737,694,13,436,M-Black,5,315886,NONE,2024-03-20 03:35:00
1738,1280,89,206,L-Red,1,187014,NONE,2024-08-31 04:00:00
1739,1358,47,64,M-Black,2,307180,FLASH10,2024-12-06 17:16:00
1740,1624,83,354,M-Black,3,427011,SALE20,2024-01-22 22:49:00
1741,704,49,374,L-Black,5,285104,NONE,2024-06-29 08:24:00
1742,194,22,14,M-Red,4,300209,NONE,2024-08-11 09:43:00
1743,1306,18,445,L-Black,2,450367,NONE,2024-03-18 21:34:00
1744,211,82,335,L-Black,5,210221,SALE20,2024-09-20 13:57:00
1745,345,19,317,M-Black,1,294790,SALE20,2024-10-30 09:38:00
1746,1650,61,363,L-Black,1,155401,FLASH10,2024-08-19 10:56:00
1747,13,59,363,L-Red,1,338665,NONE,2024-04-08 12:15:00
1748,1542,24,362,M-Red,3,310386,SALE20,2024-03-20 14:56:00
1749,393,79,81,M-Red,4,372715,SALE20,2024-04-16 04:52:00
1750,1916,31,130,M-Red,5,270780,NONE,2024-05-14 04:47:00
1751,564,98,276,L-Red,1,257368,FLASH10,2024-04-29 17:00:00
1752,377,61,481,L-Red,2,129373,FLASH10,2024-05-29 21:21:00
1753,1604,12,415,M-Black,1,401884,NONE,2024-02-02 14:03:00
1754,1113,55,408,M-Black,5,420673,NONE,2024-05-21 22:48:00
1755,1310,47,320,M-Red,1,458399,NONE,2024-01-09 18:47:00
1756,168,3,127,M-Red,5,252637,NONE,2024-09-17 18:09:00
1757,1191,75,198,M-Black,3,289049,NONE,2024-04-04 08:38:00
1758,1359,82,200,L-Black,4,467464,NONE,2024-07-12 18:24:00
1759,1002,37,360,L-Black,2,468214,NONE,2024-11-26 17:58:00
1760,258,68,410,M-Black,4,398199,SALE20,2024-04-25 13:43:00
1761,12,26,377,M-Black,2,180797,SALE20,2024-07-07 20:44:00
1762,971,4,311,L-Red,4,478863,SALE20,2024-06-27 22:36:00
1763,1200,31,297,L-Red,3,128146,SALE20,2024-12-12 15:54:00
1764,766,81,464,L-Red,3,185622,FLASH10,2024-07-14 14:44:00
1765,836,98,411,M-Black,3,107431,NONE,2024-12-01 15:00:00
1766,610,63,28,M-Black,2,436236,NONE,2024-04-21 02:28:00
1767,88,15,289,L-Red,5,191813,NONE,2024-05-14 15:28:00
1768,956,96,327,M-Red,4,147182,FLASH10,2024-02-07 08:27:00
1769,826,72,426,M-Black,2,163820,NONE,2024-01-06 12:06:00
1770,295,18,182,L-Red,2,201154,SALE20,2024-03-17 05:21:00
1771,1986,42,331,L-Red,3,393690,FLASH10,2024-09-03 17:20:00
1772,910,15,491,L-Black,1,229533,NONE,2024-10-08 14:30:00
1773,1169,23,23,M-Black,3,185956,NONE,2024-03-31 11:27:00
1774,1407,79,93,L-Red,4,388724,NONE,2024-08-24 11:05:00
1775,1137,57,63,M-Red,1,438135,NONE,2024-12-03 08:07:00
1776,1846,36,363,M-Red,3,231576,FLASH10,2024-07-13 04:23:00
1777,17,1,80,M-Black,1,464492,FLASH10,2024-07-19 22:48:00
1778,729,23,336,M-Black,4,254043,FLASH10,2024-06-01 09:22:00
1779,599,8,99,L-Red,1,495560,NONE,2024-07-30 06:19:00
1780,425,39,478,L-Red,4,266950,FLASH10,2024-01-11 11:48:00
1781,1217,17,225,L-Black,4,209525,SALE20,2024-04-19 13:01:00
1782,1346,19,22,M-Red,2,468591,NONE,2024-10-05 03:21:00
1783,758,25,145,L-Red,5,401794,SALE20,2024-05-27 19:49:00
1784,1671,51,93,M-Black,3,233739,NONE,2024-10-23 13:53:00
1785,1316,13,63,M-Black,5,249410,FLASH10,2024-03-04 13:48:00
1786,830,61,208,M-Red,4,387513,NONE,2024-06-30 15:33:00
1787,1100,92,160,L-Red,2,401403,SALE20,2024-08-12 17:14:00
1788,1748,2,152,L-Red,4,277329,NONE,2024-09-05 09:13:00
1789,503,28,175,M-Black,2,288307,SALE20,2024-03-26 23:20:00
1790,881,24,438,L-Red,5,362497,FLASH10,2024-01-16 08:09:00
1791,789,26,245,L-Black,2,302312,FLASH10,2024-05-02 20:32:00
1792,615,31,23,M-Black,1,493587,NONE,2024-09-10 17:53:00
1793,920,90,90,L-Black,2,260104,NONE,2024-01-08 15:22:00
1794,1281,34,495,M-Red,3,286341,SALE20,2024-02-19 05:49:00
1795,451,17,149,M-Red,1,380469,NONE,2024-01-09 18:49:00
1796,963,31,187,M-Red,4,244293,NONE,2024-02-19 20:15:00
1797,527,3,128,L-Red,1,230032,SALE20,2024-06-01 01:51:00
1798,94,93,318,M-Black,3,191450,FLASH10,2024-09-25 07:46:00
1799,357,18,98,M-Black,5,335123,NONE,2024-02-13 05:56:00
1800,381,72,445,L-Black,5,463615,NONE,2024-03-15 02:36:00
1801,1472,45,29,L-Red,5,487825,FLASH10,2024-12-04 15:22:00
1802,1542,85,117,L-Black,4,349172,FLASH10,2024-02-01 19:23:00
1803,67,50,448,L-Red,2,272956,NONE,2024-11-19 06:17:00
1804,999,67,202,M-Black,5,355829,FLASH10,2024-03-06 20:51:00
1805,1074,52,10,M-Black,4,413143,SALE20,2024-04-18 20:36:00
1806,735,20,58,L-Black,3,498863,NONE,2024-11-13 22:25:00
1807,196,34,406,M-Red,1,270621,NONE,2024-11-19 23:13:00
1808,80,33,430,M-Black,3,305627,SALE20,2024-10-10 17:30:00
1809,1828,41,446,L-Black,5,178131,FLASH10,2024-09-30 16:43:00
1810,1885,44,298,L-Red,3,361921,FLASH10,2024-06-14 20:53:00
1811,151,72,26,L-Red,4,144825,FLASH10,2024-11-08 18:58:00
1812,279,69,113,M-Red,4,460313,NONE,2024-09-25 17:28:00
1813,755,94,53,M-Black,3,300099,SALE20,2024-02-22 01:27:00
1814,187,82,260,M-Red,3,424902,NONE,2024-05-27 17:19:00
1815,1727,42,161,L-Black,4,412079,NONE,2024-11-03 21:47:00
1816,1202,78,382,L-Red,2,468181,SALE20,2024-10-05 12:26:00
1817,1540,7,375,M-Black,1,361149,FLASH10,2024-12-02 20:44:00
1818,1968,84,205,M-Red,4,218660,SALE20,2024-05-30 02:38:00
1819,594,99,76,M-Black,1,145740,FLASH10,2024-09-07 01:26:00
1820,637,89,244,L-Red,3,452990,FLASH10,2024-10-20 15:56:00
1821,802,33,118,M-Red,5,294732,FLASH10,2024-08-12 13:31:00
1822,38,38,46,M-Black,2,302882,SALE20,2024-05-10 16:16:00
1823,1096,73,260,L-Red,2,119569,SALE20,2024-08-01 08:03:00
1824,536,17,144,L-Red,4,219794,NONE,2024-07-12 22:35:00
1825,1903,60,163,L-Black,4,437432,NONE,2024-09-01 04:19:00
1826,1858,60,65,L-Red,5,247032,NONE,2024-05-15 05:24:00
1827,1804,51,400,L-Red,3,257413,FLASH10,2024-10-22 04:01:00
1828,140,70,239,M-Red,1,350791,SALE20,2024-10-30 14:35:00
1829,1234,52,200,M-Red,4,487219,NONE,2024-04-13 15:03:00
1830,1332,41,167,M-Red,2,229040,FLASH10,2024-11-04 18:26:00
1831,1848,49,395,M-Red,4,296835,FLASH10,2024-05-05 04:45:00
1832,792,68,376,M-Black,4,230390,SALE20,2024-03-30 13:54:00
1833,667,5,260,L-Red,2,356624,NONE,2024-10-19 09:46:00
1834,664,22,329,M-Red,3,233887,FLASH10,2024-07-18 18:58:00
1835,26,5,276,M-Red,2,233362,FLASH10,2024-07-19 14:02:00
1836,185,14,168,L-Red,2,190300,SALE20,2024-09-15 02:17:00
1837,881,84,348,M-Black,3,328297,FLASH10,2024-05-08 09:06:00
1838,1160,11,70,M-Red,2,181965,SALE20,2024-08-21 08:11:00
1839,1607,10,110,M-Red,4,302661,FLASH10,2024-04-29 23:44:00
1840,1527,94,146,M-Red,1,453783,FLASH10,2024-02-01 23:04:00
1841,1663,30,45,M-Black,5,148615,NONE,2024-05-19 01:37:00
1842,1474,11,31,L-Red,1,410584,SALE20,2024-05-16 06:47:00
1843,1206,98,442,L-Red,4,244963,NONE,2024-07-07 15:32:00
1844,504,2,240,M-Red,2,227969,NONE,2024-03-11 16:36:00
1845,1045,35,92,L-Red,4,423799,NONE,2024-07-14 22:05:00
1846,1671,26,354,M-Red,1,324254,SALE20,2024-10-06 08:23:00
1847,121,55,253,M-Black,5,118447,SALE20,2024-06-19 01:52:00
1848,1373,39,312,M-Red,5,125414,SALE20,2024-06-07 07:01:00
1849,442,49,368,L-Black,1,158102,SALE20,2024-03-22 12:59:00
1850,1019,69,96,M-Red,4,457800,SALE20,2024-11-28 04:07:00
1851,1710,65,182,L-Red,4,334691,NONE,2024-10-02 13:27:00
1852,1747,21,464,L-Black,5,484675,SALE20,2024-12-08 17:29:00
1853,1034,100,382,L-Black,3,338018,FLASH10,2024-07-30 12:38:00
1854,296,30,429,L-Red,5,278737,SALE20,2024-01-09 21:11:00
1855,75,68,38,L-Black,4,171476,SALE20,2024-03-09 15:39:00
1856,66,60,479,M-Red,3,380218,FLASH10,2024-07-26 12:54:00
1857,812,99,126,L-Red,1,383951,NONE,2024-06-12 02:21:00
1858,1703,39,22,M-Black,1,335253,FLASH10,2024-05-30 06:22:00
1859,733,2,126,L-Black,3,272068,SALE20,2024-05-29 00:35:00
1860,1911,76,194,L-Black,2,432956,FLASH10,2024-08-15 02:31:00
1861,633,96,403,M-Black,3,434532,NONE,2024-11-22 03:59:00
1862,1638,39,325,M-Black,1,145698,NONE,2024-04-28 15:45:00
1863,464,68,177,L-Black,2,304898,NONE,2024-12-12 19:24:00
1864,1831,47,425,L-Black,5,132242,FLASH10,2024-04-21 19:55:00
1865,1332,69,491,L-Red,1,326072,NONE,2024-06-14 00:41:00
1866,1216,78,369,M-Red,4,497491,NONE,2024-11-10 05:22:00
1867,809,9,122,M-Red,2,240316,SALE20,2024-02-28 01:17:00
1868,1377,66,435,L-Black,4,424273,SALE20,2024-07-04 21:13:00
1869,832,7,186,L-Black,5,277329,NONE,2024-03-23 05:58:00
1870,1282,18,256,M-Black,5,140110,FLASH10,2024-03-14 03:28:00
1871,1999,63,202,M-Black,5,143803,FLASH10,2024-01-19 23:05:00
1872,1307,58,222,L-Red,4,314644,NONE,2024-07-31 11:27:00
1873,1601,21,32,M-Black,3,194489,NONE,2024-07-10 08:59:00
1874,1208,5,484,M-Red,4,454892,NONE,2024-11-12 20:16:00
1875,1169,5,115,L-Black,5,402951,NONE,2024-07-08 03:17:00
1876,886,38,28,M-Black,3,461543,SALE20,2024-10-11 08:02:00
1877,1469,48,250,L-Red,3,483818,SALE20,2024-06-29 19:35:00
1878,850,19,110,M-Black,5,100841,NONE,2024-09-19 07:26:00
1879,102,44,73,L-Black,1,234800,FLASH10,2024-01-26 04:57:00
1880,1781,22,465,M-Red,5,221902,NONE,2024-07-03 12:18:00
1881,703,25,285,M-Black,2,491610,NONE,2024-10-01 03:21:00
1882,1018,61,324,L-Red,1,437409,NONE,2024-01-27 06:43:00
1883,967,53,466,M-Black,5,443046,NONE,2024-03-08 00:36:00
1884,1868,54,43,L-Red,3,287108,SALE20,2024-05-16 03:03:00
1885,134,95,224,L-Black,4,264964,FLASH10,2024-03-16 02:55:00
1886,992,25,3,L-Black,5,242985,FLASH10,2024-03-11 12:36:00
1887,596,46,33,L-Red,2,298626,FLASH10,2024-05-05 17:47:00
1888,1375,89,368,L-Red,3,216087,NONE,2024-07-01 12:31:00
1889,630,53,330,M-Black,4,473124,SALE20,2024-04-06 04:33:00
1890,297,84,481,M-Black,2,411306,NONE,2024-09-20 14:22:00
1891,1680,22,308,M-Red,3,319844,FLASH10,2024-01-08 11:34:00
1892,485,100,121,M-Red,5,462577,NONE,2024-07-14 10:56:00
1893,167,71,388,M-Black,5,317238,FLASH10,2024-04-20 08:48:00
1894,1660,64,174,L-Red,4,209916,NONE,2024-09-16 10:44:00
1895,1297,26,61,L-Black,2,217189,SALE20,2024-07-02 00:55:00
1896,1919,77,321,L-Black,5,488907,NONE,2024-08-23 02:42:00
1897,112,72,110,M-Black,2,157077,SALE20,2024-09-24 02:55:00
1898,272,63,244,M-Red,2,451231,NONE,2024-03-27 02:43:00
1899,1770,72,54,L-Black,4,161900,FLASH10,2024-11-30 09:53:00
1900,590,45,73,L-Red,3,496163,NONE,2024-02-27 04:48:00
1901,1421,61,163,M-Red,3,473484,FLASH10,2024-04-16 11:23:00
1902,1508,64,140,M-Black,3,407777,SALE20,2024-11-08 14:01:00
1903,1395,9,86,M-Red,2,205393,FLASH10,2024-03-20 15:03:00
1904,1768,1,187,L-Black,3,325850,SALE20,2024-05-07 14:13:00
1905,1959,53,333,M-Black,2,163984,SALE20,2024-09-24 05:56:00
1906,1625,25,244,L-Black,5,217497,FLASH10,2024-07-08 08:16:00
1907,1564,68,214,L-Black,5,337959,FLASH10,2024-05-30 10:48:00
1908,580,51,144,M-Red,5,321014,SALE20,2024-03-27 12:11:00
1909,1066,21,155,L-Red,1,302789,SALE20,2024-10-19 23:19:00
1910,1047,70,167,L-Red,3,324613,SALE20,2024-10-17 12:54:00
1911,736,15,218,M-Red,2,189110,FLASH10,2024-02-05 07:10:00
1912,432,32,274,M-Red,4,101823,SALE20,2024-01-26 13:38:00
1913,501,59,390,M-Red,5,375729,FLASH10,2024-06-27 15:45:00
1914,1811,37,440,M-Black,2,468233,SALE20,2024-08-16 19:03:00
1915,243,50,176,M-Black,5,386147,NONE,2024-03-30 07:20:00
1916,421,68,25,L-Black,2,463546,SALE20,2024-08-30 01:35:00
1917,1659,34,67,M-Red,2,138748,SALE20,2024-08-10 02:43:00
1918,14,92,327,M-Black,4,338063,NONE,2024-06-27 21:54:00
1919,704,94,75,M-Red,1,246118,SALE20,2024-06-12 23:44:00
1920,740,1,44,L-Red,3,278101,FLASH10,2024-02-29 10:11:00
1921,1489,8,146,M-Red,5,317552,SALE20,2024-05-13 21:27:00
1922,1164,40,497,M-Black,1,476259,SALE20,2024-06-26 07:24:00
1923,1901,80,499,L-Black,1,269856,FLASH10,2024-09-07 08:48:00
1924,1653,77,121,M-Black,2,331769,FLASH10,2024-05-25 20:53:00
1925,1096,90,350,L-Black,5,167184,NONE,2024-08-13 19:30:00
1926,579,29,361,M-Red,2,318927,NONE,2024-10-17 09:10:00
1927,1654,44,32,M-Black,3,295451,NONE,2024-06-05 08:16:00
1928,604,78,14,L-Black,3,246332,SALE20,2024-06-15 08:26:00
1929,508,6,377,M-Red,5,164815,NONE,2024-06-01 17:39:00
1930,515,51,241,M-Black,2,204425,FLASH10,2024-02-11 09:37:00
1931,239,41,157,L-Red,1,155017,NONE,2024-03-07 18:00:00
1932,1555,86,363,M-Red,4,415034,NONE,2024-08-02 21:45:00
1933,1703,16,13,L-Black,4,256404,SALE20,2024-06-24 11:00:00
1934,982,52,28,M-Red,1,294690,SALE20,2024-11-20 01:41:00
1935,400,54,456,L-Black,3,357631,NONE,2024-04-11 01:23:00
1936,405,74,351,M-Red,3,207633,FLASH10,2024-04-21 08:56:00
1937,1669,55,480,M-Red,5,409189,SALE20,2024-09-20 23:15:00
1938,487,37,30,L-Black,1,158581,NONE,2024-07-28 01:51:00
1939,1747,64,337,L-Red,3,395873,NONE,2024-04-02 00:06:00
1940,989,49,298,L-Black,4,469968,NONE,2024-04-13 06:50:00
1941,72,61,63,L-Red,4,326976,SALE20,2024-09-29 14:32:00
