id,user_id,total_amount,discount_amount,final_amount,status,created_at
403,9,151.10,8.83,142.27,CREATED,2025-06-07 21:39:44
404,2,11.90,0.55,11.35,PACKING,2024-09-07 02:29:37
405,23,295.49,43.86,251.63,COMPLETED,2025-04-03 18:36:05
406,3,32.34,1.00,31.34,PAID,2024-01-16 02:34:07
407,23,296.49,28.84,267.65,COMPLETED,2024-09-15 14:31:51
408,2,220.05,34.92,185.13,PACKING,2025-04-07 01:24:52
409,9,96.74,17.40,79.34,PAID,2025-01-19 03:33:15
410,8,201.85,18.93,182.92,PACKING,2024-01-08 13:59:00
411,49,128.87,19.63,109.24,CREATED,2024-03-07 18:15:26
412,24,283.40,9.41,273.99,PACKING,2025-07-14 20:05:15
413,14,284.96,70.93,214.03,COMPLETED,2024-08-19 12:52:24
414,49,279.07,59.21,219.86,COMPLETED,2024-12-01 12:57:54
415,1,144.35,1.17,143.18,SHIPPING,2025-02-07 14:09:50
416,43,192.71,44.15,148.56,COMPLETED,2024-02-22 00:00:46
417,40,18.46,2.17,16.29,SHIPPING,2024-11-20 09:09:01
418,4,306.61,24.11,282.50,COMPLETED,2024-11-23 09:17:15
419,44,267.05,10.64,256.41,CREATED,2024-11-10 14:03:40
420,44,37.19,7.12,30.07,SHIPPING,2025-06-30 19:09:06
421,11,88.39,18.47,69.92,COMPLETED,2025-01-03 23:45:22
422,35,190.60,14.23,176.37,SHIPPING,2024-12-09 21:47:16
423,34,289.45,35.71,253.74,COMPLETED,2024-07-21 06:35:59
424,12,36.01,4.12,31.89,COMPLETED,2024-12-04 09:03:20
425,3,124.82,15.18,109.64,PAID,2024-05-18 21:00:54
426,11,327.41,50.75,276.66,SHIPPING,2025-10-25 19:12:44
427,28,229.00,2.70,226.30,SHIPPING,2024-12-10 02:40:41
428,6,205.47,24.50,180.97,PACKING,2024-10-16 04:03:19
429,27,340.65,27.81,312.84,SHIPPING,2024-11-04 03:59:13
430,4,76.57,6.20,70.37,COMPLETED,2025-07-20 20:17:22
431,32,217.02,17.82,199.20,PACKING,2026-01-03 11:06:09
432,12,206.55,15.09,191.46,COMPLETED,2024-09-16 17:04:29
433,4,164.97,3.21,161.76,SHIPPING,2024-12-28 00:25:59
434,2,178.88,29.77,149.11,CREATED,2025-06-09 15:35:02
435,14,279.72,16.03,263.69,CREATED,2025-04-16 17:23:10
436,18,226.27,0.51,225.76,CREATED,2024-09-12 17:10:54
437,9,343.14,45.79,297.35,CREATED,2025-06-17 11:41:22
438,39,293.23,13.79,279.44,PACKING,2024-12-12 16:08:20
439,5,238.82,46.98,191.84,PACKING,2024-06-28 02:51:52
440,7,303.63,35.30,268.33,PAID,2024-10-26 15:43:11
441,13,156.42,15.34,141.08,PAID,2024-12-03 03:10:45
442,10,213.60,38.17,175.43,COMPLETED,2024-06-11 07:56:47
443,6,223.01,48.56,174.45,PAID,2024-09-10 14:26:55
444,16,16.08,2.97,13.11,SHIPPING,2025-02-21 20:30:17
445,21,65.88,8.22,57.66,PACKING,2025-12-28 11:30:36
446,32,226.23,53.33,172.90,PAID,2025-09-22 20:49:08
447,27,181.49,15.40,166.09,COMPLETED,2025-01-26 16:31:38
448,8,340.14,81.04,259.10,COMPLETED,2025-03-12 06:13:56
449,44,44.35,6.87,37.48,COMPLETED,2024-07-01 17:39:19
450,3,45.66,0.78,44.88,CREATED,2024-10-06 21:44:23
451,33,44.00,10.42,33.58,SHIPPING,2026-01-15 16:01:41
452,47,209.24,4.16,205.08,PAID,2024-03-04 02:10:02
453,12,347.70,83.95,263.75,CREATED,2025-12-11 05:37:48
454,19,314.19,35.74,278.45,CREATED,2024-11-04 00:07:50
455,45,117.59,5.38,112.21,CREATED,2025-10-18 11:29:58
456,1,54.71,9.25,45.46,PACKING,2024-09-27 03:33:58
457,38,119.28,20.23,99.05,PAID,2025-09-23 12:16:50
458,48,293.50,67.04,226.46,PACKING,2024-04-02 04:57:46
459,10,284.53,8.30,276.23,PACKING,2024-07-06 11:38:43
460,27,247.83,10.05,237.78,CREATED,2024-02-26 14:16:21
461,21,118.39,21.73,96.66,PAID,2025-09-07 08:47:09
462,16,97.19,3.19,94.00,SHIPPING,2024-02-17 05:20:51
463,2,329.39,75.92,253.47,COMPLETED,2024-03-10 01:20:25
464,6,285.28,15.98,269.30,PACKING,2025-09-24 06:32:50
465,3,307.45,70.00,237.45,PACKING,2024-01-06 21:13:45
466,26,21.01,5.21,15.80,CREATED,2025-08-28 08:28:28
467,29,17.22,0.54,16.68,SHIPPING,2024-06-02 01:47:36
468,20,209.81,49.06,160.75,SHIPPING,2024-03-11 18:16:59
469,44,334.94,64.52,270.42,CREATED,2024-07-19 12:33:40
470,18,24.83,1.98,22.85,PACKING,2024-05-23 17:09:23
471,6,48.92,3.41,45.51,COMPLETED,2024-01-31 00:30:58
472,46,129.86,4.72,125.14,COMPLETED,2024-10-26 02:07:03
473,16,176.60,42.79,133.81,CREATED,2024-05-05 01:26:57
474,11,95.78,18.04,77.74,CREATED,2024-11-13 02:21:07
475,30,215.42,27.56,187.86,PAID,2025-11-25 21:52:21
476,18,250.41,25.35,225.06,COMPLETED,2024-04-09 12:06:47
477,18,84.21,3.27,80.94,CREATED,2025-10-07 01:59:40
478,47,300.08,44.50,255.58,PACKING,2025-10-20 20:59:38
479,8,264.76,27.01,237.75,CREATED,2024-04-27 00:58:32
480,18,166.11,15.24,150.87,COMPLETED,2025-05-21 11:12:37
481,23,25.23,0.33,24.90,PACKING,2024-03-17 10:15:18
482,1,334.33,83.30,251.03,PACKING,2025-04-22 10:08:58
483,8,158.16,3.58,154.58,SHIPPING,2025-01-13 06:18:59
484,30,307.39,16.66,290.73,SHIPPING,2025-04-19 18:33:28
485,29,262.28,40.62,221.66,SHIPPING,2024-03-20 09:58:58
486,36,109.33,12.07,97.26,PACKING,2025-07-29 06:23:21
487,44,84.77,12.03,72.74,PAID,2024-10-23 08:16:07
488,35,74.38,2.92,71.46,PACKING,2025-03-11 07:46:42
489,41,205.81,7.97,197.84,PAID,2025-10-26 11:33:27
490,6,67.82,3.75,64.07,SHIPPING,2025-03-25 18:25:24
491,29,181.01,21.41,159.60,COMPLETED,2024-04-03 22:32:10
492,42,305.81,46.36,259.45,SHIPPING,2025-03-15 06:34:05
493,35,201.86,9.96,191.90,COMPLETED,2025-06-12 02:04:06
494,35,237.17,42.19,194.98,CREATED,2025-08-03 16:16:12
495,20,25.83,3.95,21.88,CREATED,2025-07-29 19:24:37
496,14,113.96,14.00,99.96,SHIPPING,2024-05-25 22:17:09
497,38,277.23,7.77,269.46,PAID,2024-01-10 19:11:15
498,26,80.03,16.01,64.02,PACKING,2024-11-05 21:13:15
499,5,102.47,5.98,96.49,PAID,2025-07-07 23:27:29
500,44,198.30,8.60,189.70,COMPLETED,2025-04-26 17:36:03
501,12,227.71,9.20,218.51,COMPLETED,2024-02-12 19:00:38
502,30,346.75,22.73,324.02,CREATED,2024-04-07 11:51:44
503,13,93.31,21.29,72.02,PAID,2024-12-04 04:00:49
504,26,298.01,0.15,297.86,PAID,2025-03-31 20:53:44
505,33,97.67,8.32,89.35,CREATED,2025-06-02 14:02:24
506,41,69.60,9.54,60.06,SHIPPING,2025-05-20 01:45:14
507,43,51.11,9.46,41.65,COMPLETED,2025-03-11 20:59:33
508,24,239.91,21.48,218.43,CREATED,2024-03-07 01:09:06
509,26,71.28,8.56,62.72,PACKING,2025-02-08 08:41:02
510,44,294.78,30.55,264.23,SHIPPING,2024-01-22 14:20:08
511,41,265.60,30.83,234.77,CREATED,2024-09-14 22:30:23
512,25,150.06,2.12,147.94,PACKING,2024-12-12 18:05:03
513,32,115.35,24.92,90.43,CREATED,2025-04-03 03:09:05
514,29,276.99,49.51,227.48,SHIPPING,2025-03-24 12:50:39
515,1,196.01,45.24,150.77,SHIPPING,2024-03-02 16:00:14
516,23,132.25,15.33,116.92,PAID,2024-09-03 22:53:58
517,25,169.93,0.92,169.01,CREATED,2025-08-06 03:52:27
518,23,332.73,47.11,285.62,SHIPPING,2024-01-17 18:20:18
519,11,240.90,7.42,233.48,PAID,2025-09-03 13:49:41
520,44,229.21,45.75,183.46,PACKING,2025-09-29 22:07:56
521,32,84.85,14.90,69.95,PACKING,2024-12-14 14:53:18
522,10,139.44,20.98,118.46,PACKING,2024-06-01 20:01:19
523,40,125.44,6.26,119.18,PACKING,2024-01-18 22:42:22
524,7,265.92,57.52,208.40,PAID,2025-03-20 12:46:24
525,31,124.41,21.75,102.66,PAID,2024-07-08 00:41:44
526,4,69.68,12.63,57.05,COMPLETED,2025-08-02 05:01:36
527,19,121.72,25.58,96.14,CREATED,2025-12-28 15:10:03
528,13,336.26,56.02,280.24,PAID,2025-07-24 14:22:06
529,10,278.39,10.62,267.77,COMPLETED,2025-12-30 07:23:29
530,11,283.38,67.89,215.49,COMPLETED,2025-12-17 09:24:33
531,28,297.52,17.94,279.58,PAID,2025-10-07 10:21:11
532,2,282.65,63.43,219.22,PAID,2024-06-09 20:18:38
533,22,246.28,8.63,237.65,PACKING,2025-02-05 03:53:17
534,43,198.76,12.70,186.06,PAID,2025-08-22 17:43:09
535,7,228.69,22.66,206.03,CREATED,2025-10-06 16:43:26
536,10,220.09,49.84,170.25,PACKING,2025-11-14 02:49:09
537,37,160.83,34.69,126.14,PAID,2024-01-10 10:51:39
538,24,12.10,1.78,10.32,COMPLETED,2024-09-16 01:19:08
539,9,225.88,19.87,206.01,PAID,2025-02-04 20:21:20
540,24,29.29,3.41,25.88,CREATED,2025-10-13 01:02:02
541,19,69.73,8.14,61.59,SHIPPING,2024-01-10 09:46:54
542,43,275.92,18.32,257.60,PAID,2024-01-03 13:04:25
543,22,342.61,43.87,298.74,SHIPPING,2024-06-18 14:20:58
544,4,159.46,19.27,140.19,PAID,2024-04-09 02:45:32
545,15,101.22,6.32,94.90,CREATED,2025-06-14 03:56:43
546,21,107.07,16.04,91.03,SHIPPING,2025-06-15 03:23:44
547,44,255.52,40.63,214.89,SHIPPING,2024-07-01 17:29:25
548,22,278.52,19.72,258.80,PAID,2025-10-04 21:47:58
549,10,216.52,50.52,166.00,COMPLETED,2024-01-31 23:04:23
550,43,330.59,60.00,270.59,COMPLETED,2024-05-21 21:33:16
551,3,226.15,42.26,183.89,SHIPPING,2024-02-16 17:55:43
552,21,43.15,0.49,42.66,PAID,2024-12-23 12:58:20
553,44,14.26,0.46,13.80,COMPLETED,2025-12-22 23:11:59
554,17,314.73,4.75,309.98,COMPLETED,2024-03-15 21:35:14
555,14,319.10,29.10,290.00,CREATED,2025-12-17 11:09:28
556,43,112.07,20.15,91.92,PACKING,2024-03-17 06:45:03
557,36,162.09,36.19,125.90,COMPLETED,2025-04-12 07:54:11
558,12,113.19,8.72,104.47,CREATED,2025-05-28 00:51:43
559,29,147.04,9.09,137.95,CREATED,2024-08-16 01:33:05
560,43,315.52,43.43,272.09,PAID,2024-01-19 09:34:01
561,22,188.64,13.19,175.45,SHIPPING,2024-09-01 13:41:47
562,35,153.02,33.51,119.51,PAID,2024-06-13 10:12:02
563,45,256.01,27.58,228.43,PAID,2024-02-19 14:21:19
564,43,249.04,16.79,232.25,PAID,2024-07-03 08:57:29
565,29,318.00,16.61,301.39,COMPLETED,2024-12-26 21:05:37
566,19,332.14,47.47,284.67,COMPLETED,2024-11-08 05:31:44
567,9,97.69,18.70,78.99,SHIPPING,2024-04-09 03:14:30
568,31,71.44,16.55,54.89,COMPLETED,2025-12-09 21:53:18
569,1,191.95,26.80,165.15,CREATED,2024-07-18 21:53:59
570,14,155.74,22.67,133.07,COMPLETED,2025-03-02 01:23:59
571,19,199.47,8.00,191.47,CREATED,2024-09-22 18:30:06
572,39,262.41,28.06,234.35,COMPLETED,2024-09-24 01:31:13
573,12,41.30,3.88,37.42,CREATED,2026-01-11 09:05:38
574,20,167.34,31.29,136.05,SHIPPING,2025-04-18 07:06:57
575,13,203.15,14.91,188.24,PAID,2026-01-28 19:13:20
576,5,145.52,10.87,134.65,PAID,2025-03-29 00:21:24
577,46,162.23,31.41,130.82,COMPLETED,2024-04-06 14:12:00
578,26,92.72,9.58,83.14,COMPLETED,2025-10-16 12:14:02
579,41,234.53,23.13,211.40,PACKING,2025-07-19 17:04:10
580,36,330.79,20.46,310.33,SHIPPING,2025-06-05 20:45:49
581,6,205.41,19.59,185.82,COMPLETED,2024-06-21 10:59:28
582,32,349.02,10.42,338.60,PAID,2025-09-30 21:10:39
583,30,79.05,8.35,70.70,PAID,2026-01-07 11:05:16
584,3,342.99,21.13,321.86,PAID,2024-10-25 10:18:36
585,33,87.11,7.23,79.88,CREATED,2024-02-28 23:05:27
586,8,135.62,22.48,113.14,PAID,2025-10-20 22:43:36
587,30,340.64,17.05,323.59,CREATED,2025-11-27 23:45:56
588,9,123.51,28.08,95.43,COMPLETED,2024-09-29 13:14:43
589,28,39.32,3.23,36.09,PACKING,2025-04-17 13:59:37
590,34,258.27,23.00,235.27,PACKING,2025-05-27 08:03:27
591,30,151.93,23.14,128.79,PAID,2025-03-26 10:35:36
592,5,336.45,65.68,270.77,SHIPPING,2025-03-08 07:19:33
593,39,291.34,16.86,274.48,SHIPPING,2025-11-22 08:19:58
594,34,101.25,9.20,92.05,SHIPPING,2025-11-20 18:32:06
595,10,205.63,7.06,198.57,PACKING,2025-10-07 01:32:48
596,4,10.23,0.54,9.69,SHIPPING,2024-07-22 11:04:23
597,15,310.52,72.09,238.43,COMPLETED,2024-04-02 21:31:15
598,21,17.02,2.27,14.75,COMPLETED,2024-02-16 18:52:32
599,36,223.10,42.18,180.92,PAID,2025-03-29 04:20:08
600,29,197.94,47.01,150.93,PAID,2024-10-16 01:18:08
601,46,226.95,11.90,215.05,COMPLETED,2024-09-25 23:28:50
602,29,340.86,3.38,337.48,CREATED,2025-04-07 02:35:00
603,5,128.32,14.39,113.93,CREATED,2025-09-28 07:01:37
604,16,104.76,13.05,91.71,PACKING,2025-09-14 00:05:57
605,12,176.47,24.88,151.59,PAID,2024-11-11 13:20:52
606,32,223.91,36.57,187.34,CREATED,2026-01-26 07:23:40
607,37,103.61,23.05,80.56,COMPLETED,2025-12-09 04:30:23
608,13,345.79,75.22,270.57,COMPLETED,2026-01-13 08:43:13
609,39,129.49,4.82,124.67,COMPLETED,2024-08-12 08:26:43
610,20,283.12,7.43,275.69,SHIPPING,2024-09-12 00:17:22
611,17,243.06,5.78,237.28,COMPLETED,2024-10-12 01:15:08
612,48,79.40,0.01,79.39,SHIPPING,2024-11-18 12:51:21
613,37,72.28,14.24,58.04,SHIPPING,2025-09-15 20:29:46
614,11,308.17,5.83,302.34,COMPLETED,2024-04-25 19:15:56
615,7,262.19,19.72,242.47,SHIPPING,2024-06-20 12:52:51
616,27,280.27,3.92,276.35,COMPLETED,2025-11-09 07:10:54
617,37,11.46,2.33,9.13,PACKING,2024-08-07 16:16:29
618,31,28.61,1.73,26.88,SHIPPING,2025-10-23 17:02:36
619,36,275.02,37.59,237.43,COMPLETED,2025-04-12 16:34:50
620,1,167.22,29.79,137.43,COMPLETED,2024-11-28 13:50:27
621,39,91.97,21.38,70.59,PACKING,2024-04-01 00:59:57
622,19,201.46,45.45,156.01,PACKING,2024-08-29 11:33:36
623,32,308.64,44.14,264.50,PAID,2025-06-03 09:40:08
624,42,225.90,18.76,207.14,SHIPPING,2024-01-29 05:02:08
625,32,259.83,46.51,213.32,PAID,2025-04-22 09:45:14
626,49,243.87,48.34,195.53,CREATED,2025-11-01 00:09:56
627,43,157.86,5.09,152.77,PACKING,2024-04-07 14:08:01
628,50,246.11,54.09,192.02,PACKING,2024-01-20 10:43:44
629,23,180.76,12.43,168.33,COMPLETED,2025-03-29 03:24:18
630,1,43.31,3.86,39.45,CREATED,2025-11-12 13:55:37
631,7,183.45,35.09,148.36,PAID,2024-07-24 06:54:06
632,46,179.28,21.49,157.79,PAID,2025-07-12 07:25:54
633,33,304.31,9.44,294.87,PACKING,2024-03-05 20:06:19
634,28,54.50,4.37,50.13,PAID,2025-08-09 01:47:36
635,1,249.22,33.71,215.51,PAID,2025-09-27 02:13:43
636,27,297.13,15.05,282.08,SHIPPING,2025-11-26 02:29:32
637,21,188.62,37.79,150.83,SHIPPING,2024-03-30 14:02:17
638,27,18.92,0.18,18.74,PACKING,2025-08-08 06:53:14
639,2,28.11,3.05,25.06,PAID,2025-06-22 10:47:19
640,38,167.49,34.10,133.39,PAID,2024-07-05 00:13:07
641,14,38.46,3.96,34.50,CREATED,2024-01-24 22:37:49
642,41,288.47,61.92,226.55,PAID,2025-04-01 09:34:32
643,19,133.79,16.98,116.81,PAID,2025-05-10 09:39:26
644,19,267.75,18.81,248.94,CREATED,2024-09-15 08:50:33
645,39,30.78,4.34,26.44,SHIPPING,2024-02-04 00:19:14
646,50,83.29,20.81,62.48,PAID,2024-12-15 06:51:29
647,39,135.19,26.26,108.93,PACKING,2024-03-21 02:18:02
648,24,263.13,25.08,238.05,PACKING,2024-12-18 08:30:44
649,5,66.18,15.59,50.59,PACKING,2024-02-29 13:27:05
650,6,259.63,52.81,206.82,PACKING,2024-11-04 15:55:59
651,24,17.26,1.07,16.19,SHIPPING,2025-06-26 23:13:14
652,3,210.48,8.66,201.82,SHIPPING,2025-11-23 05:32:56
653,20,56.80,5.98,50.82,SHIPPING,2024-01-26 23:30:10
654,37,122.58,12.34,110.24,COMPLETED,2024-07-07 09:18:15
655,18,268.98,59.92,209.06,PAID,2024-04-04 16:23:12
656,22,295.68,53.22,242.46,CREATED,2026-01-02 18:04:15
657,14,182.13,38.36,143.77,PACKING,2025-10-08 07:35:34
658,43,139.52,11.50,128.02,SHIPPING,2025-06-06 19:40:57
659,27,58.53,12.10,46.43,COMPLETED,2024-07-25 07:09:29
660,50,14.21,2.87,11.34,CREATED,2024-01-26 12:24:18
661,33,306.19,25.47,280.72,COMPLETED,2025-10-12 11:54:56
662,9,160.55,30.56,129.99,SHIPPING,2025-09-25 16:27:09
663,9,132.08,19.00,113.08,CREATED,2025-07-16 01:19:13
664,21,179.08,7.50,171.58,PACKING,2025-03-08 20:54:51
665,47,36.23,1.33,34.90,PAID,2025-11-07 13:38:00
666,5,346.42,19.45,326.97,COMPLETED,2024-07-22 20:28:45
667,19,173.65,33.53,140.12,CREATED,2024-09-11 13:29:21
668,22,172.96,18.04,154.92,PACKING,2025-09-20 23:46:36
669,40,312.94,58.28,254.66,PACKING,2024-10-18 06:20:12
670,30,69.25,5.37,63.88,SHIPPING,2024-10-17 01:57:46
671,11,72.54,12.02,60.52,PACKING,2025-06-06 22:39:31
672,26,202.56,22.83,179.73,SHIPPING,2024-06-21 03:40:36
673,24,115.22,20.28,94.94,PAID,2024-05-07 19:47:59
674,31,213.50,39.36,174.14,CREATED,2025-02-24 15:22:34
675,27,234.86,42.42,192.44,CREATED,2024-12-20 22:33:15
676,14,216.57,27.74,188.83,PACKING,2025-01-12 11:00:59
677,12,246.78,45.03,201.75,CREATED,2024-09-17 15:27:00
678,43,231.91,0.95,230.96,COMPLETED,2025-02-13 05:46:11
679,11,53.52,12.55,40.97,PACKING,2025-05-18 14:36:16
680,25,289.98,8.62,281.36,CREATED,2025-08-08 07:05:48
681,25,255.24,37.16,218.08,PAID,2025-11-12 17:17:09
682,48,262.09,27.48,234.61,SHIPPING,2024-01-11 10:53:17
683,5,345.14,24.29,320.85,PAID,2024-06-04 10:49:16
684,44,280.34,24.95,255.39,CREATED,2024-09-19 10:47:00
685,28,290.92,49.83,241.09,CREATED,2025-11-21 01:57:44
686,14,158.45,32.21,126.24,PACKING,2025-01-02 09:49:34
687,7,68.56,12.65,55.91,PAID,2025-12-02 22:52:49
688,3,195.15,40.90,154.25,SHIPPING,2025-03-27 17:10:06
689,4,343.10,65.66,277.44,PACKING,2024-11-22 18:41:30
690,30,177.74,41.33,136.41,PACKING,2024-09-16 07:21:56
691,43,273.84,49.84,224.00,SHIPPING,2024-01-05 08:03:12
692,5,86.68,0.23,86.45,PACKING,2025-02-13 23:41:46
693,29,188.32,4.81,183.51,CREATED,2024-08-26 17:32:36
694,36,211.17,43.10,168.07,COMPLETED,2025-02-03 02:03:18
695,38,183.41,21.46,161.95,CREATED,2024-03-27 00:25:38
696,19,84.27,5.86,78.41,PAID,2024-02-08 11:16:10
697,39,289.99,12.45,277.54,CREATED,2025-04-11 07:07:04
698,14,337.24,53.71,283.53,PACKING,2024-01-07 20:18:25
699,47,155.06,16.97,138.09,COMPLETED,2025-04-15 15:30:14
700,15,241.00,41.78,199.22,PACKING,2024-05-14 16:09:48
701,42,239.16,46.05,193.11,CREATED,2024-12-09 03:31:36
702,7,282.70,54.85,227.85,COMPLETED,2024-04-24 09:56:01
703,28,29.03,5.60,23.43,CREATED,2025-12-19 19:12:14
704,17,210.05,25.64,184.41,CREATED,2024-03-23 08:10:37
705,21,281.11,19.08,262.03,PACKING,2024-11-05 11:10:06
706,24,93.15,8.18,84.97,PACKING,2024-11-25 10:06:35
707,36,289.52,58.17,231.35,SHIPPING,2025-10-15 09:04:47
708,8,168.76,41.05,127.71,CREATED,2025-07-04 08:48:36
709,7,63.20,0.50,62.70,PACKING,2024-09-14 16:09:51
710,22,54.98,6.44,48.54,SHIPPING,2025-09-18 23:16:04
711,1,77.93,17.20,60.73,COMPLETED,2025-01-30 10:12:56
712,27,302.97,72.58,230.39,CREATED,2024-07-13 05:56:04
713,10,312.31,34.01,278.30,CREATED,2025-01-05 15:16:58
714,42,334.05,47.79,286.26,CREATED,2024-03-17 20:40:10
715,29,104.84,1.10,103.74,COMPLETED,2024-07-21 23:52:00
716,4,254.18,14.36,239.82,SHIPPING,2024-06-12 17:55:44
717,22,23.06,4.27,18.79,COMPLETED,2024-12-23 05:20:41
718,48,161.93,27.05,134.88,PACKING,2025-04-06 19:53:34
719,34,61.59,5.72,55.87,PAID,2024-02-19 03:43:41
720,8,272.12,1.42,270.70,PACKING,2025-04-20 20:39:19
721,9,189.91,28.67,161.24,PAID,2025-05-21 10:13:57
722,40,251.00,25.33,225.67,SHIPPING,2025-04-21 12:15:30
723,34,91.94,21.70,70.24,PACKING,2024-07-15 07:01:19
724,40,221.74,7.08,214.66,PACKING,2025-07-14 13:37:01
725,36,269.22,20.80,248.42,COMPLETED,2024-11-12 23:27:15
726,8,42.39,5.35,37.04,PAID,2024-06-09 04:59:15
727,42,231.47,5.52,225.95,COMPLETED,2025-12-17 20:28:20
728,28,248.03,35.85,212.18,COMPLETED,2024-07-13 05:35:24
729,41,157.40,33.97,123.43,COMPLETED,2025-06-17 03:02:25
730,8,184.92,24.48,160.44,CREATED,2025-11-13 02:43:02
731,37,338.09,2.61,335.48,COMPLETED,2025-03-15 13:42:35
732,46,28.59,4.27,24.32,PAID,2025-10-01 05:48:29
733,31,31.50,7.60,23.90,PAID,2024-03-06 06:22:38
734,10,85.54,3.57,81.97,SHIPPING,2025-09-25 07:19:03
735,48,205.95,30.47,175.48,PACKING,2025-01-11 14:19:55
736,25,297.17,48.12,249.05,PACKING,2024-08-02 02:43:21
737,47,149.23,4.02,145.21,SHIPPING,2025-10-31 09:27:08
738,22,149.34,5.45,143.89,PAID,2025-05-28 17:27:41
739,1,53.59,3.71,49.88,SHIPPING,2024-03-12 07:00:51
740,20,254.63,55.98,198.65,COMPLETED,2024-01-25 13:56:09
741,20,126.57,16.06,110.51,COMPLETED,2024-11-11 09:46:41
742,22,113.23,17.27,95.96,PAID,2025-12-01 13:19:03
743,28,21.86,2.47,19.39,PAID,2025-01-31 08:28:27
744,34,304.31,21.88,282.43,PACKING,2024-06-01 08:58:44
745,41,158.97,25.51,133.46,SHIPPING,2026-01-08 00:37:45
746,47,259.20,36.20,223.00,PACKING,2025-05-17 08:25:08
747,43,27.58,4.03,23.55,CREATED,2025-02-17 17:50:17
748,22,218.44,43.47,174.97,CREATED,2025-02-22 01:03:20
749,31,266.33,33.38,232.95,PAID,2025-02-28 05:36:17
750,48,199.88,3.93,195.95,SHIPPING,2024-02-26 15:12:32
751,19,169.28,15.39,153.89,PAID,2024-06-03 19:49:55
752,4,178.05,34.94,143.11,PAID,2024-06-06 12:39:25
753,36,184.35,34.10,150.25,CREATED,2025-12-15 06:07:42
754,32,339.03,13.31,325.72,SHIPPING,2024-11-21 17:45:54
755,30,140.03,34.91,105.12,COMPLETED,2025-09-21 11:33:30
756,40,228.31,26.30,202.01,CREATED,2025-03-19 17:12:32
757,23,75.36,13.59,61.77,PACKING,2024-08-30 07:38:02
758,11,31.98,2.12,29.86,CREATED,2025-07-21 08:44:25
759,43,346.88,71.12,275.76,PACKING,2025-01-06 17:36:00
760,9,142.72,30.63,112.09,COMPLETED,2025-03-13 06:57:27
761,32,186.17,28.43,157.74,COMPLETED,2025-09-25 15:55:19
762,13,302.03,32.71,269.32,CREATED,2024-08-02 23:09:12
763,19,144.06,4.19,139.87,PAID,2025-04-15 11:40:38
764,8,188.53,17.30,171.23,COMPLETED,2024-07-30 09:10:30
765,24,326.66,38.35,288.31,COMPLETED,2025-07-17 18:05:24
766,9,332.45,57.60,274.85,PAID,2025-07-23 09:16:09
767,24,198.98,43.68,155.30,PAID,2025-07-22 21:05:03
768,47,33.84,3.01,30.83,COMPLETED,2025-11-18 03:38:58
769,35,19.51,1.30,18.21,CREATED,2024-02-13 13:27:39
770,31,236.93,40.33,196.60,PACKING,2024-07-02 17:13:27
771,4,75.09,17.41,57.68,CREATED,2024-02-20 09:14:20
772,49,131.99,16.00,115.99,COMPLETED,2024-04-08 07:43:19
773,43,323.90,12.85,311.05,SHIPPING,2024-09-05 21:51:17
774,5,308.12,44.99,263.13,CREATED,2026-01-14 20:06:24
775,49,119.02,11.71,107.31,PACKING,2024-11-12 17:14:41
776,16,301.39,70.36,231.03,PACKING,2024-11-28 00:27:10
777,25,214.71,23.43,191.28,PAID,2024-06-27 19:26:20
778,31,256.39,48.40,207.99,PACKING,2024-04-14 19:06:45
779,43,228.61,5.48,223.13,PAID,2025-10-07 09:30:31
780,27,122.63,13.90,108.73,SHIPPING,2026-01-15 21:49:50
781,35,340.79,31.71,309.08,SHIPPING,2025-12-27 17:41:13
782,46,193.84,38.05,155.79,COMPLETED,2024-09-25 06:08:45
783,48,218.76,31.99,186.77,PACKING,2025-05-19 05:06:37
784,24,299.17,26.75,272.42,COMPLETED,2025-10-05 06:43:41
785,41,26.11,5.58,20.53,SHIPPING,2025-12-06 04:59:10
786,36,28.11,2.70,25.41,COMPLETED,2024-02-16 07:39:29
787,17,272.01,8.98,263.03,COMPLETED,2024-08-06 22:07:55
788,24,189.58,23.04,166.54,PAID,2025-03-25 13:18:54
789,48,84.94,11.27,73.67,SHIPPING,2024-01-15 10:41:01
790,27,103.67,2.19,101.48,PAID,2025-06-04 05:24:29
791,15,205.43,22.08,183.35,PACKING,2024-05-29 14:58:58
792,24,326.50,26.96,299.54,COMPLETED,2025-08-11 00:19:20
793,25,214.18,40.45,173.73,COMPLETED,2025-09-27 19:11:41
794,50,259.12,31.41,227.71,PAID,2024-09-22 21:47:39
795,25,112.98,13.47,99.51,COMPLETED,2024-09-24 13:43:49
796,16,90.17,2.97,87.20,COMPLETED,2025-07-10 14:59:52
797,4,105.65,16.05,89.60,COMPLETED,2025-06-26 21:20:29
798,10,56.07,6.41,49.66,PACKING,2024-02-15 23:58:03
799,47,256.75,17.19,239.56,PACKING,2024-07-06 19:00:23
800,21,122.16,28.74,93.42,PACKING,2024-11-11 02:55:00
801,3,71.77,3.65,68.12,PACKING,2024-02-11 10:37:34
802,31,217.62,23.79,193.83,SHIPPING,2025-06-23 07:06:18
803,13,291.20,24.26,266.94,COMPLETED,2025-04-22 23:07:55
804,26,349.71,65.38,284.33,COMPLETED,2025-07-08 19:09:27
805,1,93.41,9.54,83.87,PACKING,2024-09-12 03:31:06
