id,order_id,variant_id,quantity,unit_price
3214,1394,413,3,92.52
3215,1668,431,5,93.14
3216,262,164,5,233.68
3217,39,274,5,205.83
3218,744,531,3,64.24
3219,1913,75,4,58.94
3220,797,187,5,78.09
3221,1988,265,3,94.45
3222,430,332,4,209.27
3223,964,93,3,63.4
3224,1943,382,3,180.56
3225,1408,136,3,134.38
3226,1914,11,4,224.42
3227,1502,103,5,202.95
3228,917,71,5,27.17
3229,1710,514,5,200.33
3230,1908,464,2,7.05
3231,565,280,5,88.67
3232,408,523,4,195.84
3233,1379,265,4,94.45
3234,375,93,2,63.4
3235,698,562,2,198.35
3236,1703,280,2,88.67
3237,1589,67,5,242.6
3238,1150,140,2,154.37
3239,277,429,1,221.89
3240,1642,134,1,45.21
3241,658,350,2,189.88
3242,1213,472,3,115.1
3243,1192,489,1,49.03
3244,952,255,2,91.33
3245,1863,75,5,58.94
3246,1645,317,5,136.16
3247,126,239,4,125.37
3248,1321,311,5,100.87
3249,843,398,1,18.48
3250,1217,1,5,33.89
3251,1678,298,5,99.81
3252,1540,17,3,80.59
3253,421,64,3,179.34
3254,796,386,5,235.37
3255,750,444,2,124.61
3256,53,235,1,61
3257,416,98,3,176.81
3258,323,209,5,115.87
3259,613,462,3,37.99
3260,743,532,4,112.28
3261,1255,434,1,216.37
3262,1869,438,5,50.07
3263,1217,60,1,33.2
3264,951,385,4,79.12
3265,98,22,1,109.39
3266,297,515,3,86.3
3267,362,530,3,136.98
3268,1129,483,1,154.7
3269,249,350,2,189.88
3270,1126,138,5,130.32
3271,377,236,3,41.34
3272,797,74,4,86.91
3273,1292,547,3,179.19
3274,661,516,5,39.97
3275,1891,311,5,100.87
3276,260,300,4,239.04
3277,1791,198,5,199.58
3278,656,258,3,139.54
3279,552,322,5,128.54
3280,484,83,5,206.15
3281,111,59,1,8.03
3282,1679,418,4,239.74
3283,1443,298,1,99.81
3284,874,294,4,194.88
3285,1035,333,4,132.85
3286,1115,487,4,186.5
3287,481,108,4,166.82
3288,1956,76,5,70.68
3289,1550,383,3,196.36
3290,522,140,4,154.37
3291,1586,70,4,65.36
3292,573,446,3,106.81
3293,1793,503,3,97.02
3294,737,594,2,99.59
3295,156,324,3,180.84
3296,652,181,4,128.17
3297,1388,25,3,151.96
3298,1391,330,3,57.51
3299,406,390,1,126.99
3300,956,533,3,28.56
3301,797,499,5,21.14
3302,1610,530,1,136.98
3303,1200,524,1,36.66
3304,1062,204,2,23.72
3305,1775,202,3,182.83
3306,1972,66,1,100.86
3307,348,209,3,115.87
3308,577,184,5,187.08
3309,1492,31,2,165.88
3310,508,260,1,137.01
3311,586,4,5,70.25
3312,1246,96,1,130.35
3313,944,313,2,107.23
3314,1495,139,4,165
3315,1765,400,1,54.03
3316,1300,126,1,87.32
3317,1079,26,1,215.95
3318,524,308,1,238.69
3319,1900,471,5,34.17
3320,1175,116,3,241.41
3321,1071,276,4,229.5
3322,1121,325,1,138.52
3323,467,73,1,82.6
3324,1519,498,4,7.05
3325,1171,217,4,95.1
3326,60,483,3,154.7
3327,515,516,3,39.97
3328,1662,547,2,179.19
3329,1318,278,5,97.19
3330,1100,187,5,78.09
3331,606,514,2,200.33
3332,477,10,3,159.19
3333,774,535,1,124.45
3334,491,443,2,214.05
3335,925,372,2,163.5
3336,303,314,5,232.23
3337,909,573,5,140.64
3338,1253,401,4,49.76
3339,236,6,4,173.19
3340,1890,519,1,169.02
3341,1502,446,3,106.81
3342,1646,28,4,115.98
3343,269,600,5,64.63
3344,1111,235,5,61
3345,1090,73,3,82.6
3346,48,91,5,47.18
3347,1244,589,4,160.43
3348,772,551,3,154.7
3349,1537,546,4,120.07
3350,1546,94,2,179.65
3351,1379,343,1,233.56
3352,273,345,5,86.95
3353,1577,288,5,31.7
3354,1191,187,5,78.09
3355,1284,162,2,67.27
3356,1267,3,2,111.03
3357,505,286,4,112.95
3358,1919,6,3,173.19
3359,279,557,3,214.74
3360,181,333,2,132.85
3361,773,173,4,214.37
3362,871,485,2,42.17
3363,837,428,3,165.28
3364,748,421,1,44.47
3365,248,254,5,171.51
3366,557,64,4,179.34
3367,1746,491,5,142.78
3368,454,437,2,194.26
3369,1289,179,2,81.74
3370,1390,181,4,128.17
3371,1263,528,4,21.45
3372,1425,174,1,228.53
3373,1720,405,3,199.74
3374,866,549,1,163.42
3375,521,466,1,35.22
3376,824,371,2,207.69
3377,1512,14,2,94.95
3378,1270,562,4,198.35
3379,1663,64,3,179.34
3380,723,433,3,39.51
3381,748,192,1,177.21
3382,76,83,1,206.15
3383,1298,130,3,228.6
3384,415,166,2,173.26
3385,1558,135,5,160.81
3386,684,399,4,197.36
3387,148,543,4,20.48
3388,299,401,3,49.76
3389,476,151,1,222.77
3390,1984,323,4,166.91
3391,714,532,4,112.28
3392,269,226,5,248.81
3393,552,183,2,164.88
3394,466,302,2,248.06
3395,1830,488,2,213.06
3396,300,169,3,109.98
3397,955,277,5,166.1
3398,108,294,2,194.88
3399,604,278,3,97.19
3400,1505,234,1,18.83
3401,1370,583,3,201.79
3402,1295,154,1,59.41
3403,1633,290,5,42.8
3404,1519,292,3,247.95
3405,688,507,3,10.08
3406,14,430,4,210.25
3407,87,38,3,133.35
3408,281,394,4,33.17
3409,1453,541,3,129.94
3410,991,120,4,196.86
3411,1004,413,1,92.52
3412,1174,107,1,240.06
3413,628,428,4,165.28
3414,1253,244,5,60.13
3415,560,276,1,229.5
3416,1694,137,3,23.35
3417,1314,471,2,34.17
3418,335,295,4,148.41
3419,1468,438,3,50.07
3420,1818,276,2,229.5
3421,244,170,2,139
3422,1003,404,1,58.5
3423,1332,592,2,243.21
3424,1633,398,3,18.48
3425,302,252,3,65.99
3426,850,165,5,51.58
3427,260,463,3,242.61
3428,603,556,4,155.56
3429,1233,278,4,97.19
3430,1956,569,4,61.74
3431,292,440,3,162.74
3432,1030,380,1,189.1
3433,663,294,1,194.88
3434,1818,244,4,60.13
3435,1862,15,2,112.55
3436,1906,305,5,196.24
3437,383,130,3,228.6
3438,361,395,4,96.32
3439,1728,122,4,248.73
3440,241,198,4,199.58
3441,1239,71,1,27.17
3442,1956,374,4,45.52
3443,1125,585,3,90.17
3444,763,464,4,7.05
3445,772,187,2,78.09
3446,1676,508,1,174.79
3447,1783,551,4,154.7
3448,1782,346,5,227.91
3449,1407,10,3,159.19
3450,1452,425,1,172.85
3451,1421,361,3,53.09
3452,570,129,1,212.34
3453,830,532,2,112.28
3454,1535,138,5,130.32
3455,1080,312,3,197.62
3456,1215,579,2,193.72
3457,754,70,2,65.36
3458,1429,486,1,102.52
3459,119,49,5,233.39
3460,514,388,2,56.49
3461,1071,513,4,15.33
3462,1950,600,2,64.63
3463,1903,387,5,159.29
3464,899,142,1,68.4
3465,159,130,1,228.6
3466,442,474,2,38.64
3467,185,557,2,214.74
3468,517,188,3,133.9
3469,1209,451,4,92.33
3470,110,512,5,181.18
3471,665,512,3,181.18
3472,522,160,4,102.98
3473,1488,238,4,71.19
3474,1335,355,1,88.22
3475,582,404,3,58.5
3476,1176,531,4,64.24
3477,1909,348,4,248.93
3478,437,233,4,215.96
3479,1816,266,3,209.12
3480,477,238,2,71.19
3481,997,592,2,243.21
3482,1484,132,3,119.44
3483,1237,557,2,214.74
3484,1197,370,5,94.05
3485,1706,177,3,185.47
3486,50,524,4,36.66
3487,665,436,3,72.85
3488,1411,451,3,92.33
3489,1259,288,3,31.7
3490,1399,528,3,21.45
3491,1974,66,1,100.86
3492,989,514,1,200.33
3493,1448,77,3,160.67
3494,340,507,5,10.08
3495,1214,366,2,236.73
3496,1432,463,5,242.61
3497,1340,131,1,42.26
3498,1870,270,2,233.71
3499,1834,42,2,7.08
3500,1766,126,2,87.32
3501,274,259,1,63.94
3502,1714,596,5,181.75
3503,1115,51,5,45.81
3504,1628,61,2,197.45
3505,1327,216,5,40.45
3506,773,253,3,24.19
3507,488,150,3,232.51
3508,938,446,5,106.81
3509,628,56,4,33.1
3510,337,215,1,100.17
3511,1088,331,5,28.04
3512,196,127,5,246.97
3513,744,416,3,221.94
3514,356,70,2,65.36
3515,56,73,3,82.6
3516,142,184,3,187.08
3517,1876,558,3,154.68
3518,1792,421,2,44.47
3519,1466,178,4,26.02
3520,495,128,4,104.71
3521,770,191,4,37.97
3522,1857,209,1,115.87
3523,1321,138,3,130.32
3524,1614,560,5,233.09
3525,1288,6,2,173.19
3526,616,97,5,174.68
3527,442,134,5,45.21
3528,779,516,5,39.97
3529,1209,457,1,229.67
3530,826,543,5,20.48
3531,1039,408,4,54.06
3532,1564,474,2,38.64
3533,1795,566,2,81.49
3534,552,271,3,29.3
3535,1488,50,3,21
3536,1827,414,5,26.9
3537,1164,64,5,179.34
3538,482,506,1,37.78
3539,50,211,2,185.35
3540,883,188,1,133.9
3541,570,587,3,157.08
3542,1388,2,1,198.24
3543,1744,55,5,104.62
3544,377,592,4,243.21
3545,1404,554,3,135.66
3546,1016,25,4,151.96
3547,547,177,3,185.47
3548,730,170,4,139
3549,1641,250,3,66.45
3550,442,232,3,160.25
3551,1624,469,1,46.6
3552,1562,274,3,205.83
3553,431,509,2,37.72
3554,1544,440,2,162.74
3555,46,332,4,209.27
3556,1907,464,5,7.05
3557,413,448,3,69.31
3558,363,567,3,200.56
3559,632,453,5,91.17
3560,1858,187,4,78.09
3561,122,222,2,30.3
3562,1917,83,2,206.15
3563,833,172,3,48.51
3564,2,230,2,30.93
3565,1046,451,3,92.33
3566,598,585,1,90.17
3567,1068,517,5,105.79
3568,463,158,1,16.32
3569,1290,525,1,33.72
3570,897,164,4,233.68
3571,685,102,5,131.19
3572,1299,17,5,80.59
3573,863,316,1,60.15
3574,1486,321,5,32.57
3575,1947,578,3,142.5
3576,796,579,2,193.72
3577,664,185,3,28.86
3578,1097,140,2,154.37
3579,1515,492,4,174.3
3580,1503,402,4,13.66
3581,1644,183,3,164.88
3582,693,472,4,115.1
3583,150,146,3,153.53
3584,224,146,1,153.53
3585,552,524,2,36.66
3586,1690,290,2,42.8
3587,21,15,5,112.55
3588,1759,406,1,209.08
3589,921,449,1,106.91
3590,1102,149,3,21.72
3591,1497,112,2,81.23
3592,1925,175,1,246.25
3593,1430,538,1,227.76
3594,1833,112,2,81.23
3595,1572,535,1,124.45
3596,1913,510,5,93.33
3597,1252,101,3,172
3598,1037,145,1,22.77
3599,1018,30,3,76.12
3600,1231,594,2,99.59
3601,1358,161,4,8.72
3602,1586,125,3,133.92
3603,1334,162,3,67.27
3604,1038,361,2,53.09
3605,1999,99,1,224.67
3606,1699,490,2,136.35
3607,1782,268,1,230.32
3608,1683,547,1,179.19
3609,1686,554,3,135.66
3610,698,323,3,166.91
3611,1801,370,3,94.05
3612,1890,166,3,173.26
3613,1442,388,4,56.49
3614,1447,201,3,115.79
3615,1778,67,4,242.6
3616,1345,24,4,89.79
3617,1125,318,1,177.82
3618,1308,414,3,26.9
3619,423,538,3,227.76
3620,476,476,4,124.63
3621,875,459,1,150.38
3622,1617,303,3,176.14
3623,434,62,1,115.47
3624,496,439,3,171.1
3625,674,456,3,132.24
3626,1066,418,3,239.74
3627,381,2,3,198.24
3628,1348,283,1,180.56
3629,1340,73,2,82.6
3630,1196,165,4,51.58
3631,561,107,3,240.06
3632,1861,408,5,54.06
3633,187,333,1,132.85
3634,1952,120,2,196.86
3635,207,371,1,207.69
3636,1242,253,5,24.19
3637,1939,323,5,166.91
3638,458,37,2,138.45
3639,1886,358,2,178.19
3640,1038,65,2,14.71
3641,287,120,2,196.86
3642,532,203,4,7.03
3643,1302,406,3,209.08
3644,704,542,1,121.96
3645,422,578,1,142.5
3646,1071,198,3,199.58
3647,1892,183,1,164.88
3648,48,489,1,49.03
3649,1609,152,4,177.46
3650,1350,299,3,244.63
3651,480,61,1,197.45
3652,1785,302,1,248.06
3653,1902,327,1,242.1
3654,393,491,2,142.78
3655,293,181,4,128.17
3656,1686,468,4,140.82
3657,237,133,3,22.09
3658,1378,46,1,9.21
3659,744,153,5,167.42
3660,1827,394,1,33.17
3661,1927,341,3,106.71
3662,99,373,1,151.99
3663,1097,277,2,166.1
3664,535,499,3,21.14
3665,312,550,1,32.45
3666,471,352,2,35.94
3667,1460,451,4,92.33
3668,512,552,1,46.56
3669,1844,261,4,103.81
3670,1401,575,4,76.66
3671,509,251,1,23.96
3672,852,597,4,25.44
3673,210,347,1,149.45
3674,523,24,1,89.79
3675,739,399,1,197.36
3676,1995,201,4,115.79
3677,1651,70,5,65.36
3678,1713,482,5,128.85
3679,1417,140,2,154.37
3680,1764,62,1,115.47
3681,1101,557,5,214.74
3682,193,376,3,153.13
3683,1534,492,3,174.3
3684,1831,352,1,35.94
3685,380,456,1,132.24
3686,1157,2,1,198.24
3687,1694,571,1,65.96
3688,1395,557,5,214.74
3689,346,274,2,205.83
3690,863,598,1,180.11
3691,1046,556,1,155.56
3692,1226,318,3,177.82
3693,42,561,2,91.92
3694,806,400,5,54.03
3695,100,109,5,240.15
3696,756,531,4,64.24
3697,752,22,2,109.39
3698,1563,452,1,154.1
3699,1192,131,4,42.26
3700,199,504,4,52.52
3701,1275,330,1,57.51
3702,627,207,1,130.56
3703,307,33,4,81.44
3704,1697,7,5,192.11
3705,1671,561,4,91.92
3706,777,92,2,48.51
3707,1434,549,4,163.42
3708,702,301,2,45.84
3709,619,175,4,246.25
3710,1705,590,2,208.71
3711,138,242,3,163.04
3712,233,485,3,42.17
3713,465,391,4,112.06
3714,1842,255,2,91.33
3715,683,480,2,188.06
3716,941,385,5,79.12
3717,1568,499,2,21.14
3718,1887,83,2,206.15
3719,760,573,5,140.64
3720,421,15,2,112.55
3721,210,591,1,165.89
3722,1705,232,1,160.25
3723,1487,449,3,106.91
3724,1990,534,3,5.88
3725,426,207,1,130.56
3726,699,589,3,160.43
3727,1453,510,5,93.33
3728,1073,353,1,56.59
3729,836,56,1,33.1
3730,401,430,1,210.25
3731,1109,389,1,5.36
3732,890,573,4,140.64
3733,1456,120,2,196.86
3734,193,71,3,27.17
3735,98,594,2,99.59
3736,1720,137,2,23.35
3737,1840,582,1,201.39
3738,1720,575,2,76.66
3739,588,293,2,167.26
3740,1402,577,5,129.64
3741,1829,440,5,162.74
3742,818,268,2,230.32
3743,756,321,1,32.57
3744,1669,405,1,199.74
3745,382,33,2,81.44
3746,610,179,3,81.74
3747,1454,537,2,227.69
3748,302,526,3,237.96
3749,1451,466,4,35.22
3750,1282,359,4,243.4
3751,1656,235,3,61
3752,1009,183,3,164.88
3753,930,22,5,109.39
3754,891,413,2,92.52
3755,1753,559,3,210.93
3756,1052,171,1,179.82
3757,165,524,4,36.66
3758,117,211,1,185.35
3759,223,101,2,172
3760,1090,254,2,171.51
3761,1886,424,5,229.51
3762,1383,261,1,103.81
3763,377,269,1,117.58
3764,1033,378,3,175.59
3765,982,162,5,67.27
3766,1326,346,2,227.91
3767,154,58,5,117.15
3768,596,376,5,153.13
3769,925,483,3,154.7
3770,1356,223,1,164.17
3771,990,138,2,130.32
3772,1869,282,3,122.66
3773,81,597,5,25.44
3774,378,528,1,21.45
3775,316,375,3,153.81
3776,540,224,1,154.91
3777,893,587,4,157.08
3778,789,353,4,56.59
3779,412,129,4,212.34
3780,1483,461,1,113.26
3781,531,292,3,247.95
3782,1554,41,5,187.24
3783,951,202,4,182.83
3784,1451,239,5,125.37
3785,1711,237,3,135.53
3786,1517,135,5,160.81
3787,1809,345,1,86.95
3788,246,11,4,224.42
3789,1795,156,2,139.02
3790,573,35,5,205.17
3791,1067,310,1,180.45
3792,1270,10,5,159.19
3793,1787,222,4,30.3
3794,1501,594,1,99.59
3795,1041,365,4,61.37
3796,161,131,2,42.26
3797,916,102,5,131.19
3798,1060,449,1,106.91
3799,1666,19,5,104.09
3800,76,224,1,154.91
3801,1000,7,2,192.11
3802,1385,496,3,152.06
3803,628,485,5,42.17
3804,609,438,5,50.07
3805,828,17,5,80.59
3806,526,374,4,45.52
3807,1577,232,5,160.25
3808,360,327,3,242.1
3809,1914,18,1,46.31
3810,553,392,3,235.07
3811,475,477,4,49.2
3812,1516,324,2,180.84
3813,194,446,2,106.81
3814,226,176,5,167.74
3815,263,450,2,16.91
3816,396,21,3,197
3817,130,9,3,231.99
3818,1235,219,5,111.21
3819,1261,61,2,197.45
3820,1276,321,3,32.57
3821,1376,21,3,197
3822,743,491,3,142.78
3823,1987,75,5,58.94
3824,1032,371,3,207.69
3825,657,580,2,39.05
3826,141,45,2,125.63
3827,221,306,5,232.45
3828,725,504,4,52.52
3829,861,202,5,182.83
3830,1342,207,2,130.56
3831,489,593,2,102.68
3832,89,466,2,35.22
3833,1709,598,2,180.11
3834,404,371,2,207.69
3835,388,513,2,15.33
3836,553,592,1,243.21
3837,1445,82,1,223.97
3838,1174,563,5,217.58
3839,1699,363,5,231.78
3840,1545,2,1,198.24
3841,366,76,3,70.68
3842,869,550,1,32.45
3843,802,197,3,55.06
3844,1416,521,3,110.4
3845,855,46,4,9.21
3846,1684,181,4,128.17
3847,1434,523,3,195.84
3848,517,134,1,45.21
3849,446,69,4,68.48
3850,537,447,4,9.67
3851,374,101,2,172
3852,47,337,1,248.3
3853,158,192,5,177.21
3854,1437,238,1,71.19
3855,234,292,3,247.95
3856,52,82,3,223.97
3857,1482,195,2,227.17
3858,31,364,5,12.9
3859,549,394,3,33.17
3860,1441,481,2,129.33
3861,819,40,5,80.06
3862,15,483,4,154.7
3863,235,560,2,233.09
3864,932,523,3,195.84
3865,975,149,2,21.72
3866,1189,232,1,160.25
3867,679,129,5,212.34
3868,882,208,3,137.8
3869,1324,424,4,229.51
3870,924,173,5,214.37
3871,1795,253,1,24.19
3872,1490,396,1,36.78
3873,1383,215,2,100.17
3874,1302,135,4,160.81
3875,1474,529,2,120.1
3876,1129,299,4,244.63
3877,412,190,5,228.66
3878,1566,288,2,31.7
3879,1085,176,5,167.74
3880,1634,76,1,70.68
3881,541,532,4,112.28
3882,608,26,2,215.95
3883,1279,538,3,227.76
3884,1903,430,5,210.25
3885,124,79,3,23.89
3886,870,544,3,68.5
3887,1316,117,4,127.59
3888,1527,356,4,113.34
3889,1411,357,4,247.37
3890,675,72,1,100.67
3891,579,577,2,129.64
3892,315,225,2,89.94
3893,1186,1,5,33.89
3894,1496,453,5,91.17
3895,875,27,2,211.23
3896,193,162,4,67.27
3897,1664,103,3,202.95
3898,1406,392,2,235.07
3899,860,465,1,165.34
3900,1766,390,4,126.99
3901,1819,294,4,194.88
3902,1183,475,4,132.88
3903,1330,551,5,154.7
3904,1852,126,3,87.32
3905,483,46,4,9.21
3906,236,379,2,18.29
3907,1273,386,4,235.37
3908,1703,105,4,213.49
3909,1493,417,2,105.27
3910,133,186,1,78.62
3911,764,438,1,50.07
3912,1839,416,2,221.94
3913,1941,84,2,78.24
3914,315,529,2,120.1
3915,1270,156,4,139.02
3916,947,467,4,37.25
3917,1713,578,3,142.5
3918,972,268,1,230.32
3919,1299,390,4,126.99
3920,1322,387,5,159.29
3921,989,106,1,45.36
3922,1242,299,1,244.63
3923,1483,464,1,7.05
3924,1456,285,5,95.54
3925,1971,179,1,81.74
3926,1999,491,1,142.78
3927,63,214,4,118.77
3928,1817,549,4,163.42
3929,604,346,4,227.91
3930,751,474,5,38.64
3931,1787,175,3,246.25
3932,617,342,4,145.58
3933,21,41,5,187.24
3934,1049,290,4,42.8
3935,812,299,2,244.63
3936,833,50,3,21
3937,1576,596,5,181.75
3938,1813,139,5,165
3939,278,534,2,5.88
3940,1872,374,1,45.52
3941,868,575,1,76.66
3942,1728,468,4,140.82
3943,895,561,5,91.92
3944,1113,547,1,179.19
3945,9,581,1,122.34
3946,1916,231,2,132.58
3947,766,116,3,241.41
3948,1043,571,5,65.96
3949,1523,364,3,12.9
3950,314,76,3,70.68
3951,1769,540,1,116.61
3952,1104,70,4,65.36
3953,719,525,3,33.72
3954,1627,214,2,118.77
3955,1715,256,2,104.26
3956,1627,477,4,49.2
3957,1500,5,3,12.49
3958,1465,392,4,235.07
3959,836,91,4,47.18
3960,100,431,5,93.14
3961,1280,199,5,10.35
3962,1875,160,4,102.98
3963,125,37,4,138.45
3964,845,132,5,119.44
3965,870,493,3,64.05
3966,118,39,4,19.4
3967,1184,412,1,182.36
3968,1213,74,5,86.91
3969,316,438,3,50.07
3970,586,98,3,176.81
3971,1937,270,2,233.71
3972,1952,5,2,12.49
3973,177,431,3,93.14
3974,643,556,3,155.56
3975,98,143,1,213.68
3976,1054,65,4,14.71
3977,1762,416,2,221.94
3978,287,584,4,169.83
3979,1652,24,2,89.79
3980,1991,21,3,197
3981,810,393,3,110.24
3982,1224,367,4,64.54
3983,1246,539,3,135.83
3984,1270,167,4,85.8
3985,608,395,3,96.32
3986,84,376,2,153.13
3987,1408,386,5,235.37
3988,307,264,1,170.77
3989,508,533,5,28.56
3990,1601,376,5,153.13
3991,1621,283,4,180.56
3992,763,381,1,8.67
3993,420,39,1,19.4
3994,771,354,5,185.7
3995,1750,13,2,122.66
3996,1876,482,1,128.85
3997,1987,307,5,99.14
3998,1539,101,5,172
3999,716,262,4,165.33
4000,1979,589,3,160.43
4001,987,353,5,56.59
4002,512,353,4,56.59
4003,1261,211,5,185.35
4004,1397,200,2,223.36
4005,171,17,4,80.59
4006,1137,183,2,164.88
4007,1306,6,3,173.19
4008,1126,150,4,232.51
4009,1636,257,1,136.26
4010,1168,155,2,188.9
4011,190,282,2,122.66
4012,1981,566,3,81.49
4013,510,429,5,221.89
4014,395,263,2,114.14
4015,463,95,1,16.81
4016,1295,157,1,85.88
4017,1408,227,2,202.25
4018,1800,111,2,47.35
4019,577,502,1,135.74
4020,1097,459,5,150.38
4021,1097,478,4,243.97
4022,1240,598,4,180.11
4023,1396,143,3,213.68
4024,216,318,2,177.82
4025,1478,141,2,123.49
4026,1782,300,5,239.04
4027,1348,231,4,132.58
4028,1280,390,2,126.99
4029,987,421,2,44.47
4030,1848,57,1,143.66
4031,208,446,4,106.81
4032,1615,292,1,247.95
4033,1849,223,1,164.17
4034,1276,600,1,64.63
4035,802,179,5,81.74
4036,1001,336,2,147.91
4037,748,514,2,200.33
4038,1514,475,3,132.88
4039,1461,596,2,181.75
4040,277,180,5,214.69
4041,896,561,1,91.92
4042,1924,332,1,209.27
4043,1957,110,4,158.74
4044,548,172,4,48.51
4045,6,354,4,185.7
4046,978,419,4,79.09
4047,509,597,3,25.44
4048,1066,194,4,12.12
4049,342,315,1,54.59
4050,168,483,3,154.7
4051,1831,103,4,202.95
4052,174,325,1,138.52
4053,1137,349,1,179.18
4054,167,208,5,137.8
4055,210,422,2,92.21
4056,1539,321,4,32.57
4057,1198,493,1,64.05
4058,697,448,5,69.31
4059,1744,94,2,179.65
4060,793,554,5,135.66
4061,733,182,5,239.29
4062,939,162,1,67.27
4063,1349,77,2,160.67
4064,541,233,2,215.96
4065,1681,2,4,198.24
4066,459,523,5,195.84
4067,977,343,3,233.56
4068,468,385,1,79.12
4069,1631,186,3,78.62
4070,842,85,3,66.88
4071,479,571,4,65.96
4072,396,7,5,192.11
4073,45,161,1,8.72
4074,1150,465,3,165.34
4075,112,78,3,119.86
4076,1847,226,5,248.81
4077,225,12,1,79.33
4078,1512,72,5,100.67
4079,1580,237,5,135.53
4080,1963,114,4,144.78
4081,1153,376,3,153.13
4082,1663,530,2,136.98
4083,176,96,3,130.35
4084,1528,543,1,20.48
4085,1300,65,4,14.71
4086,1319,55,4,104.62
4087,93,459,4,150.38
4088,1401,54,2,147.09
4089,1381,28,1,115.98
4090,1983,402,2,13.66
4091,1510,87,3,101.95
4092,1288,389,4,5.36
4093,54,46,4,9.21
4094,583,132,2,119.44
4095,1521,145,1,22.77
4096,62,402,4,13.66
4097,356,243,4,122.7
4098,1142,367,1,64.54
4099,709,104,4,240.06
4100,1047,137,3,23.35
4101,441,368,3,236.39
4102,689,72,2,100.67
4103,312,551,4,154.7
4104,1398,267,1,77.35
4105,1685,501,1,203.03
4106,394,280,4,88.67
4107,435,86,1,139.57
4108,1606,587,3,157.08
4109,1803,172,3,48.51
4110,875,509,4,37.72
4111,1024,139,3,165
4112,1883,401,2,49.76
4113,1468,100,1,43.17
4114,190,364,4,12.9
4115,1947,273,5,196.82
4116,12,585,3,90.17
4117,203,358,1,178.19
4118,1160,164,2,233.68
4119,1455,40,2,80.06
4120,1521,428,5,165.28
4121,869,569,2,61.74
4122,623,374,5,45.52
4123,118,184,3,187.08
4124,766,325,4,138.52
4125,1395,42,1,7.08
4126,867,4,3,70.25
4127,1999,114,2,144.78
4128,1918,486,1,102.52
4129,209,348,5,248.93
4130,1765,361,5,53.09
4131,344,346,2,227.91
4132,635,61,2,197.45
4133,306,508,4,174.79
4134,66,497,5,227.24
4135,1517,354,3,185.7
4136,81,343,3,233.56
4137,835,105,4,213.49
4138,1460,511,4,98.99
4139,223,215,2,100.17
4140,113,47,5,43.46
4141,1221,494,3,196.25
4142,1461,242,5,163.04
4143,789,554,1,135.66
4144,695,548,5,157.52
4145,473,103,5,202.95
4146,1736,403,3,142.82
4147,30,356,4,113.34
4148,1493,48,3,110.16
4149,1043,124,3,115.1
4150,115,132,3,119.44
4151,664,101,3,172
4152,573,587,4,157.08
4153,981,260,2,137.01
4154,6,318,2,177.82
4155,1395,214,2,118.77
4156,1286,156,3,139.02
4157,1699,498,1,7.05
4158,574,590,4,208.71
4159,53,159,2,222.76
4160,1974,60,5,33.2
4161,369,35,4,205.17
4162,1142,381,2,8.67
4163,1145,218,1,68.19
4164,565,555,5,225.06
4165,1191,234,4,18.83
4166,209,548,1,157.52
4167,924,94,3,179.65
4168,880,488,2,213.06
4169,270,217,1,95.1
4170,555,194,2,12.12
4171,935,24,3,89.79
4172,1339,291,3,118.79
4173,1020,383,2,196.36
4174,1541,335,4,223.36
4175,1547,357,1,247.37
4176,1065,191,1,37.97
4177,306,110,4,158.74
4178,1804,427,3,129.4
4179,337,292,5,247.95
4180,1886,164,4,233.68
4181,382,433,1,39.51
4182,1509,135,3,160.81
4183,863,115,4,226.48
4184,693,291,5,118.79
4185,545,179,4,81.74
4186,465,487,4,186.5
4187,1185,225,4,89.94
4188,1318,249,2,10.67
4189,718,72,5,100.67
4190,391,430,4,210.25
4191,1355,573,3,140.64
4192,1062,577,2,129.64
4193,187,535,3,124.45
4194,261,193,1,103.63
4195,1183,437,2,194.26
4196,1249,507,4,10.08
4197,361,108,4,166.82
4198,648,226,5,248.81
4199,1687,552,5,46.56
4200,1396,195,1,227.17
4201,1787,296,4,199.63
4202,600,242,1,163.04
4203,1699,327,3,242.1
4204,971,196,2,203.87
4205,927,356,2,113.34
4206,848,184,4,187.08
4207,880,443,1,214.05
4208,1264,45,5,125.63
4209,243,130,4,228.6
4210,737,312,3,197.62
4211,593,441,4,145.91
4212,1013,409,4,19.08
4213,1954,146,3,153.53
4214,94,356,4,113.34
4215,619,310,2,180.45
4216,72,315,2,54.59
4217,1139,390,1,126.99
4218,1048,597,3,25.44
4219,824,188,4,133.9
4220,1140,56,5,33.1
4221,930,458,2,8.24
4222,104,534,4,5.88
4223,1920,314,4,232.23
4224,172,123,5,152.2
4225,898,394,1,33.17
4226,861,381,2,8.67
4227,1364,332,1,209.27
4228,1433,387,3,159.29
4229,1057,524,1,36.66
4230,883,55,2,104.62
4231,77,78,5,119.86
4232,1890,191,2,37.97
4233,795,424,1,229.51
4234,1717,224,2,154.91
4235,934,444,5,124.61
4236,489,542,3,121.96
4237,1496,366,1,236.73
4238,1733,480,5,188.06
4239,1603,33,3,81.44
4240,1390,473,5,18.24
4241,1803,197,3,55.06
4242,637,574,3,236.61
4243,724,21,3,197
4244,1812,513,3,15.33
4245,1755,510,2,93.33
4246,581,331,2,28.04
4247,770,337,5,248.3
4248,482,489,2,49.03
4249,847,502,5,135.74
4250,1015,577,3,129.64
